sample_id,cancer_type,reference_dataset,B Cells,CD4 T,CD8 T,Cancer Cells,DC,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,NK,Neutrophils
TCGA-EA-A439-01A,CESC,simu_bulk_2ds_ref,0,0,0.023,0.75,0.003,0.017,0.171,0.035,0,0,0
TCGA-C5-A7UH-01A,CESC,simu_bulk_2ds_ref,0,0.013,0.011,0.83,0.004,0.024,0.029,0.079,0,0.005,0.005
TCGA-C5-A1M7-01A,CESC,simu_bulk_2ds_ref,0.027,0.033,0.003,0.794,0.01,0.032,0.021,0.066,0,0.002,0.012
TCGA-EA-A50E-01A,CESC,simu_bulk_2ds_ref,0,0.001,0,0.708,0,0.055,0.103,0.131,0,0.001,0
TCGA-VS-A9V5-01A,CESC,simu_bulk_2ds_ref,0.001,0,0,0.924,0.006,0.032,0.022,0.003,0,0.004,0.008
TCGA-BI-A20A-01A,CESC,simu_bulk_2ds_ref,0.016,0.024,0.025,0.73,0.014,0.026,0.028,0.123,0,0.014,0
TCGA-C5-A2LV-01A,CESC,simu_bulk_2ds_ref,0,0.007,0.008,0.844,0.004,0.015,0.01,0.1,0,0.011,0
TCGA-C5-A2LZ-01A,CESC,simu_bulk_2ds_ref,0.005,0.015,0.024,0.837,0.006,0.017,0,0.078,0,0.016,0.004
TCGA-Q1-A6DV-01A,CESC,simu_bulk_2ds_ref,0.005,0,0.018,0.924,0.008,0.017,0.006,0.003,0.008,0,0.011
TCGA-EK-A3GN-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.986,0,0.006,0,0.008,0,0.001,0
TCGA-ZJ-A8QQ-01A,CESC,simu_bulk_2ds_ref,0,0.005,0,0.934,0,0.011,0,0.047,0,0.002,0
TCGA-LP-A5U3-01A,CESC,simu_bulk_2ds_ref,0,0.005,0.02,0.852,0,0.013,0,0.103,0,0.008,0
TCGA-VS-A94Z-01A,CESC,simu_bulk_2ds_ref,0.011,0.01,0.178,0.581,0.009,0.03,0.023,0.141,0,0.015,0.001
TCGA-EK-A2PG-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.003,0.954,0,0.001,0,0.04,0,0,0
TCGA-DG-A2KL-01A,CESC,simu_bulk_2ds_ref,0,0.014,0.007,0.652,0,0.02,0.163,0.141,0,0.003,0
TCGA-EA-A6QX-01A,CESC,simu_bulk_2ds_ref,0.011,0.016,0.014,0.803,0.012,0.018,0.017,0.084,0,0.025,0
TCGA-VS-A9UT-01A,CESC,simu_bulk_2ds_ref,0.075,0.016,0.108,0.323,0.042,0.044,0.091,0.276,0,0.023,0.001
TCGA-C5-A8ZZ-01A,CESC,simu_bulk_2ds_ref,0,0.001,0,0.749,0.001,0.027,0.178,0.042,0,0.002,0
TCGA-VS-A959-01A,CESC,simu_bulk_2ds_ref,0.037,0.027,0.017,0.765,0.018,0.017,0.028,0.074,0,0.012,0.006
TCGA-VS-A950-01A,CESC,simu_bulk_2ds_ref,0.014,0.004,0.001,0.865,0.001,0.023,0.032,0.048,0,0.005,0.007
TCGA-VS-A9UM-01A,CESC,simu_bulk_2ds_ref,0.011,0.031,0.024,0.656,0.008,0.034,0.064,0.135,0,0.03,0.007
TCGA-DS-A0VM-01A,CESC,simu_bulk_2ds_ref,0,0.007,0.004,0.856,0,0.015,0.05,0.059,0,0.009,0
TCGA-VS-A957-01A,CESC,simu_bulk_2ds_ref,0,0,0.003,0.948,0.001,0.01,0,0.031,0,0.005,0.002
TCGA-EA-A3HR-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.002,0.851,0.001,0.035,0.031,0.063,0,0.015,0.001
TCGA-C5-A2M2-01A,CESC,simu_bulk_2ds_ref,0,0,0.012,0.979,0.007,0.001,0,0,0,0,0.001
TCGA-VS-A9UV-01A,CESC,simu_bulk_2ds_ref,0.006,0,0.002,0.938,0,0.018,0,0.033,0,0.001,0
TCGA-EX-A3L1-01A,CESC,simu_bulk_2ds_ref,0,0.01,0,0.826,0.001,0.028,0.049,0.068,0,0.004,0.015
TCGA-VS-A9UU-01A,CESC,simu_bulk_2ds_ref,0.015,0.009,0.008,0.91,0.01,0.022,0,0.013,0,0.007,0.006
TCGA-MY-A5BE-01A,CESC,simu_bulk_2ds_ref,0.072,0.055,0.235,0.343,0.037,0.021,0.024,0.207,0,0.006,0
TCGA-VS-A94W-01A,CESC,simu_bulk_2ds_ref,0.007,0.068,0.034,0.64,0.03,0.021,0.02,0.157,0,0.019,0.003
TCGA-C5-A3HD-01B,CESC,simu_bulk_2ds_ref,0,0.003,0,0.988,0,0.007,0,0,0,0.001,0
TCGA-JX-A3PZ-01A,CESC,simu_bulk_2ds_ref,0,0,0.012,0.81,0,0.007,0.037,0.124,0,0.009,0
TCGA-IR-A3LA-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.019,0.857,0,0.01,0.036,0.075,0,0,0
TCGA-C5-A3HE-01A,CESC,simu_bulk_2ds_ref,0.009,0.001,0.061,0.806,0.01,0.022,0.006,0.06,0.004,0.009,0.012
TCGA-Q1-A6DT-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.932,0,0.008,0.002,0.055,0,0,0.002
TCGA-C5-A7CL-01A,CESC,simu_bulk_2ds_ref,0,0.006,0,0.827,0,0.028,0.056,0.067,0.001,0.008,0.007
TCGA-IR-A3LK-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.016,0.866,0,0.009,0,0.103,0,0.003,0
TCGA-MA-AA3X-01A,CESC,simu_bulk_2ds_ref,0,0.014,0,0.638,0,0.042,0.036,0.26,0,0.009,0.001
TCGA-C5-A7XC-01A,CESC,simu_bulk_2ds_ref,0.008,0.01,0.026,0.702,0.01,0.04,0.06,0.092,0.007,0.039,0.006
TCGA-VS-A94Y-01A,CESC,simu_bulk_2ds_ref,0,0,0.001,0.883,0.001,0.016,0.044,0.048,0,0.009,0
TCGA-EK-A2PM-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.957,0,0.006,0.028,0.008,0,0,0
TCGA-FU-A3TQ-01A,CESC,simu_bulk_2ds_ref,0.006,0.029,0.002,0.792,0.008,0.026,0.03,0.085,0.001,0.014,0.007
TCGA-EX-A69M-01A,CESC,simu_bulk_2ds_ref,0.01,0.002,0.058,0.732,0.009,0.028,0,0.156,0,0.002,0.001
TCGA-ZJ-AAX4-01A,CESC,simu_bulk_2ds_ref,0.002,0.035,0.023,0.634,0.003,0.029,0.015,0.241,0,0.014,0.004
TCGA-FU-A40J-01A,CESC,simu_bulk_2ds_ref,0,0.006,0.027,0.843,0.007,0.021,0.036,0.032,0.001,0.017,0.01
TCGA-VS-A8QF-01A,CESC,simu_bulk_2ds_ref,0.014,0.018,0.011,0.791,0.004,0.011,0.017,0.124,0,0.01,0.001
TCGA-Q1-A73R-01A,CESC,simu_bulk_2ds_ref,0,0,0.004,0.892,0.003,0.028,0.066,0.001,0,0.005,0
TCGA-VS-A9V0-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.959,0.002,0.021,0.019,0,0,0,0
TCGA-UC-A7PF-01A,CESC,simu_bulk_2ds_ref,0.014,0.017,0.073,0.599,0.002,0.023,0.049,0.204,0,0.019,0
TCGA-C5-A1BQ-01C,CESC,simu_bulk_2ds_ref,0,0,0.075,0.782,0,0.012,0.004,0.12,0,0.008,0
TCGA-C5-A1MN-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.932,0,0.015,0.011,0.035,0,0.006,0.002
TCGA-VS-A8EB-01A,CESC,simu_bulk_2ds_ref,0,0,0.022,0.881,0,0.013,0.017,0.047,0,0.02,0
TCGA-MY-A5BD-01A,CESC,simu_bulk_2ds_ref,0,0,0.013,0.956,0.005,0.002,0.004,0.014,0.003,0.002,0
TCGA-C5-A3HF-01A,CESC,simu_bulk_2ds_ref,0.008,0.024,0.021,0.832,0.012,0.033,0.042,0.026,0.001,0,0
TCGA-HM-A6W2-01A,CESC,simu_bulk_2ds_ref,0.001,0.01,0,0.794,0.012,0.028,0.088,0.065,0,0.003,0
TCGA-C5-A2LS-01A,CESC,simu_bulk_2ds_ref,0,0,0.004,0.973,0.009,0.009,0,0,0,0,0.005
TCGA-C5-A8YT-01A,CESC,simu_bulk_2ds_ref,0,0,0.008,0.628,0.005,0.049,0.255,0.02,0.001,0.032,0.002
TCGA-C5-A901-01A,CESC,simu_bulk_2ds_ref,0,0.026,0.001,0.791,0.004,0.032,0.049,0.087,0,0.006,0.004
TCGA-MU-A51Y-01A,CESC,simu_bulk_2ds_ref,0.005,0.038,0.031,0.581,0.013,0.045,0.06,0.202,0,0.025,0
TCGA-EA-A5ZE-01A,CESC,simu_bulk_2ds_ref,0.007,0.014,0.016,0.685,0.008,0.034,0.067,0.154,0,0.015,0
TCGA-IR-A3LI-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.996,0.004,0,0,0,0,0,0
TCGA-ZJ-AAXA-01A,CESC,simu_bulk_2ds_ref,0,0.001,0,0.869,0,0.025,0.041,0.063,0,0,0
TCGA-FU-A3NI-01A,CESC,simu_bulk_2ds_ref,0,0.015,0.004,0.823,0.006,0.019,0.054,0.077,0,0.002,0
TCGA-DG-A2KM-01A,CESC,simu_bulk_2ds_ref,0.063,0.034,0.229,0.235,0.004,0.017,0.053,0.346,0,0.018,0
TCGA-EA-A97N-01A,CESC,simu_bulk_2ds_ref,0,0.007,0,0.778,0.001,0.035,0.116,0.055,0,0.002,0.004
TCGA-DG-A2KJ-01A,CESC,simu_bulk_2ds_ref,0.027,0.025,0.025,0.819,0.022,0.002,0,0.064,0,0.015,0
TCGA-VS-A8QM-01A,CESC,simu_bulk_2ds_ref,0.041,0.109,0.061,0.49,0.015,0.077,0.098,0.084,0.001,0.024,0.001
TCGA-VS-A8EL-01A,CESC,simu_bulk_2ds_ref,0,0.02,0.063,0.677,0,0.012,0.019,0.18,0,0.025,0.004
TCGA-Q1-A73P-01A,CESC,simu_bulk_2ds_ref,0.009,0.005,0.028,0.85,0.009,0.019,0.012,0.063,0.001,0.003,0
TCGA-PN-A8MA-01A,CESC,simu_bulk_2ds_ref,0.026,0.008,0.041,0.697,0.017,0.07,0.073,0.064,0,0.003,0
TCGA-C5-A1BN-01B,CESC,simu_bulk_2ds_ref,0,0,0,0.976,0,0.021,0.003,0,0,0,0
TCGA-DS-A1O9-01A,CESC,simu_bulk_2ds_ref,0,0,0.021,0.661,0,0.025,0.056,0.222,0,0.015,0
TCGA-DS-A7WH-01A,CESC,simu_bulk_2ds_ref,0,0,0.003,0.746,0.004,0.059,0.175,0,0.005,0,0.008
TCGA-VS-A9UL-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.947,0.003,0.007,0.042,0,0,0,0
TCGA-VS-A953-01A,CESC,simu_bulk_2ds_ref,0,0,0.016,0.909,0,0.011,0,0.064,0,0,0
TCGA-FU-A770-01A,CESC,simu_bulk_2ds_ref,0,0.007,0,0.924,0.005,0.025,0.005,0.018,0.001,0.005,0.009
TCGA-C5-A7CM-01A,CESC,simu_bulk_2ds_ref,0.004,0,0,0.927,0.005,0.019,0.039,0,0,0,0.004
TCGA-ZJ-AAXT-01A,CESC,simu_bulk_2ds_ref,0,0.015,0.01,0.899,0.005,0.018,0.006,0.043,0,0.001,0.003
TCGA-EK-A2R8-01A,CESC,simu_bulk_2ds_ref,0,0,0.012,0.932,0,0.017,0.024,0.009,0.001,0.001,0.005
TCGA-C5-A1BJ-01A,CESC,simu_bulk_2ds_ref,0.001,0.046,0.016,0.752,0.014,0.029,0.068,0.054,0.001,0.01,0.009
TCGA-VS-A9UJ-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.969,0.002,0.003,0.025,0,0,0,0.001
TCGA-EA-A3HQ-01A,CESC,simu_bulk_2ds_ref,0,0.02,0.012,0.699,0,0.025,0.038,0.204,0,0.002,0
TCGA-JX-A5QV-01A,CESC,simu_bulk_2ds_ref,0,0,0.022,0.844,0,0.01,0,0.11,0.001,0.013,0
TCGA-C5-A1M8-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.003,0.899,0,0.012,0.029,0.058,0,0,0
TCGA-ZJ-AB0I-01A,CESC,simu_bulk_2ds_ref,0,0,0.012,0.893,0,0.015,0.009,0.059,0,0.012,0
TCGA-C5-A0TN-01A,CESC,simu_bulk_2ds_ref,0,0.004,0.002,0.926,0,0.007,0.016,0.042,0,0.003,0
TCGA-VS-A9UB-01A,CESC,simu_bulk_2ds_ref,0,0.01,0.062,0.688,0.002,0.023,0,0.184,0,0.03,0.001
TCGA-LP-A4AU-01A,CESC,simu_bulk_2ds_ref,0,0.007,0.022,0.857,0.005,0.046,0.024,0.02,0,0.01,0.009
TCGA-ZJ-AAXN-01A,CESC,simu_bulk_2ds_ref,0,0.005,0.02,0.854,0,0.024,0.026,0.051,0.003,0.017,0
TCGA-C5-A2LY-01A,CESC,simu_bulk_2ds_ref,0,0.02,0.075,0.662,0.007,0.006,0,0.22,0,0.01,0
TCGA-EK-A2GZ-01A,CESC,simu_bulk_2ds_ref,0,0.01,0.002,0.905,0,0.007,0.001,0.058,0,0.016,0
TCGA-ZJ-A8QO-01A,CESC,simu_bulk_2ds_ref,0.039,0.096,0.043,0.513,0.026,0.034,0.121,0.115,0,0.009,0.006
TCGA-FU-A2QG-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.018,0.916,0,0.025,0,0.022,0,0.013,0.005
TCGA-BI-A0VS-01A,CESC,simu_bulk_2ds_ref,0.008,0.04,0.015,0.75,0.013,0.021,0.08,0.07,0,0.002,0
TCGA-DG-A2KH-01A,CESC,simu_bulk_2ds_ref,0,0,0.007,0.984,0.007,0.002,0,0,0,0,0
TCGA-EK-A2RB-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.004,0.927,0,0.011,0,0.044,0,0.013,0
TCGA-VS-A8EI-01A,CESC,simu_bulk_2ds_ref,0.009,0.009,0.041,0.782,0.007,0.034,0.037,0.068,0,0.01,0.002
TCGA-EK-A2IP-01A,CESC,simu_bulk_2ds_ref,0,0.005,0.016,0.923,0.001,0.012,0.009,0.023,0,0.006,0.003
TCGA-JW-AAVH-01A,CESC,simu_bulk_2ds_ref,0,0.005,0.013,0.947,0,0.02,0.001,0.004,0,0.008,0.003
TCGA-MU-A5YI-01A,CESC,simu_bulk_2ds_ref,0.002,0.032,0.008,0.595,0.006,0.08,0.198,0.069,0,0.009,0
TCGA-C5-A7UE-01A,CESC,simu_bulk_2ds_ref,0,0.015,0,0.917,0.004,0.017,0,0.038,0,0.008,0
TCGA-UC-A7PD-01A,CESC,simu_bulk_2ds_ref,0,0.008,0,0.932,0.001,0.024,0.006,0.025,0,0.003,0.001
TCGA-DS-A1OC-01A,CESC,simu_bulk_2ds_ref,0.001,0.003,0.033,0.786,0,0.02,0.007,0.137,0,0.011,0
TCGA-EA-A1QT-01A,CESC,simu_bulk_2ds_ref,0,0.007,0.008,0.898,0.002,0.015,0.009,0.059,0,0.001,0
TCGA-FU-A3TX-01A,CESC,simu_bulk_2ds_ref,0,0.035,0.02,0.789,0.023,0.034,0.021,0.073,0,0.005,0
TCGA-VS-A9UQ-01A,CESC,simu_bulk_2ds_ref,0,0,0.013,0.875,0.011,0.016,0.067,0.013,0.003,0.001,0.001
TCGA-FU-A3YQ-01A,CESC,simu_bulk_2ds_ref,0.034,0.035,0.03,0.566,0.01,0.052,0.064,0.186,0,0.014,0.009
TCGA-EA-A5O9-01A,CESC,simu_bulk_2ds_ref,0,0,0.015,0.919,0,0.007,0,0.059,0,0,0
TCGA-MA-AA3W-01A,CESC,simu_bulk_2ds_ref,0.016,0.028,0.104,0.627,0.01,0.018,0.014,0.167,0,0.012,0.002
TCGA-VS-A8QC-01A,CESC,simu_bulk_2ds_ref,0,0.01,0.006,0.844,0,0.012,0.065,0.052,0,0.011,0
TCGA-VS-A9V2-01A,CESC,simu_bulk_2ds_ref,0.015,0.028,0.038,0.743,0.003,0.028,0.008,0.123,0,0.013,0.001
TCGA-MY-A913-01A,CESC,simu_bulk_2ds_ref,0.008,0.015,0.012,0.836,0.005,0.026,0.009,0.071,0,0.011,0.006
TCGA-JW-A5VK-01A,CESC,simu_bulk_2ds_ref,0,0.005,0,0.961,0,0.007,0,0.024,0,0.003,0
TCGA-VS-A9UO-01A,CESC,simu_bulk_2ds_ref,0,0,0.013,0.975,0.007,0.001,0,0,0,0,0.003
TCGA-C5-A7X3-01A,CESC,simu_bulk_2ds_ref,0.028,0.014,0.016,0.773,0.009,0.022,0.043,0.074,0.001,0.019,0
TCGA-C5-A1M9-01A,CESC,simu_bulk_2ds_ref,0,0,0.011,0.942,0,0.006,0.001,0.04,0,0,0
TCGA-EA-A44S-01A,CESC,simu_bulk_2ds_ref,0,0.026,0.015,0.758,0,0.014,0.017,0.148,0,0.023,0
TCGA-EA-A43B-01A,CESC,simu_bulk_2ds_ref,0.008,0.014,0.035,0.806,0.003,0.027,0.017,0.08,0,0.01,0
TCGA-FU-A3HZ-01A,CESC,simu_bulk_2ds_ref,0,0,0.034,0.86,0.005,0.016,0.027,0.058,0,0,0
TCGA-C5-A1MJ-01A,CESC,simu_bulk_2ds_ref,0,0.01,0.001,0.747,0.002,0.042,0.098,0.1,0,0,0
TCGA-JW-A69B-01A,CESC,simu_bulk_2ds_ref,0,0.013,0,0.831,0.014,0.007,0.023,0.111,0,0,0
TCGA-EA-A3QD-01A,CESC,simu_bulk_2ds_ref,0.037,0.082,0.084,0.482,0.012,0.028,0.055,0.216,0,0.003,0
TCGA-MU-A8JM-01A,CESC,simu_bulk_2ds_ref,0,0.021,0.011,0.81,0,0.023,0.022,0.092,0.003,0.01,0.007
TCGA-VS-A8EC-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.983,0.002,0.015,0,0,0,0,0
TCGA-C5-A1BK-01B,CESC,simu_bulk_2ds_ref,0.022,0.06,0.078,0.609,0.015,0.024,0.01,0.166,0,0.015,0
TCGA-VS-A8EG-01A,CESC,simu_bulk_2ds_ref,0,0.009,0.007,0.914,0.001,0.027,0,0.03,0,0.005,0.006
TCGA-ZJ-AAXJ-01A,CESC,simu_bulk_2ds_ref,0.004,0.019,0.004,0.917,0,0.018,0,0.037,0,0.001,0
TCGA-EK-A2RN-01A,CESC,simu_bulk_2ds_ref,0,0.003,0.001,0.769,0,0.016,0,0.211,0,0,0
TCGA-MA-AA41-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.018,0.897,0,0.008,0.003,0.063,0,0.01,0
TCGA-C5-A907-01A,CESC,simu_bulk_2ds_ref,0,0,0.019,0.902,0.001,0.013,0.005,0.045,0,0.009,0.006
TCGA-DS-A0VN-01A,CESC,simu_bulk_2ds_ref,0,0.011,0.087,0.652,0,0.034,0.039,0.171,0,0.006,0
TCGA-VS-A8Q8-01A,CESC,simu_bulk_2ds_ref,0,0.004,0.034,0.775,0,0.022,0.006,0.14,0,0.019,0
TCGA-FU-A23K-01A,CESC,simu_bulk_2ds_ref,0.015,0.042,0.036,0.782,0.018,0.02,0.025,0.062,0,0.001,0
TCGA-EA-A410-01A,CESC,simu_bulk_2ds_ref,0,0,0.037,0.76,0.009,0.043,0.101,0.051,0.001,0,0
TCGA-FU-A57G-01A,CESC,simu_bulk_2ds_ref,0,0.001,0,0.586,0.007,0.115,0.273,0.016,0.001,0.002,0
TCGA-ZJ-AAXB-01A,CESC,simu_bulk_2ds_ref,0,0.002,0,0.932,0.002,0.007,0.042,0.016,0,0,0
TCGA-EK-A2PK-01A,CESC,simu_bulk_2ds_ref,0.019,0.007,0.107,0.658,0.011,0.05,0.023,0.079,0.001,0.045,0
TCGA-C5-A1MQ-01A,CESC,simu_bulk_2ds_ref,0.037,0.033,0.021,0.685,0.01,0.006,0.026,0.171,0,0.01,0
TCGA-EA-A3HS-01A,CESC,simu_bulk_2ds_ref,0,0.015,0.014,0.768,0,0.029,0.059,0.095,0,0.02,0
TCGA-DS-A7WF-01A,CESC,simu_bulk_2ds_ref,0.001,0.01,0.004,0.851,0.007,0.023,0.086,0.017,0,0,0
TCGA-VS-A9U5-01A,CESC,simu_bulk_2ds_ref,0.033,0.029,0.044,0.776,0.01,0.025,0.001,0.069,0,0.009,0.003
TCGA-DR-A0ZM-01A,CESC,simu_bulk_2ds_ref,0.005,0.058,0.047,0.702,0.001,0.018,0.005,0.139,0,0.024,0
TCGA-VS-A9UZ-01A,CESC,simu_bulk_2ds_ref,0.024,0.023,0.011,0.823,0.011,0.022,0.022,0.043,0.001,0.018,0.002
TCGA-DS-A7WI-01A,CESC,simu_bulk_2ds_ref,0,0.003,0,0.92,0.001,0.006,0,0.055,0,0.015,0
TCGA-EX-A69L-01A,CESC,simu_bulk_2ds_ref,0.02,0.005,0.071,0.637,0.005,0.029,0.019,0.202,0,0.011,0.001
TCGA-Q1-A73Q-01A,CESC,simu_bulk_2ds_ref,0.009,0.02,0.001,0.888,0.005,0.027,0.022,0.026,0.001,0,0
TCGA-VS-A9UI-01A,CESC,simu_bulk_2ds_ref,0,0.029,0.024,0.794,0.003,0.008,0,0.118,0,0.023,0
TCGA-C5-A8XI-01A,CESC,simu_bulk_2ds_ref,0.008,0.026,0.038,0.815,0.008,0.032,0.035,0.03,0,0.008,0
TCGA-VS-A8Q9-01A,CESC,simu_bulk_2ds_ref,0,0,0.016,0.914,0,0.031,0.003,0.031,0,0.005,0
TCGA-C5-A2LT-01A,CESC,simu_bulk_2ds_ref,0,0.015,0.027,0.783,0,0.024,0.07,0.068,0.002,0.011,0
TCGA-ZX-AA5X-01A,CESC,simu_bulk_2ds_ref,0.003,0.028,0.004,0.533,0.018,0.109,0.147,0.129,0.005,0.021,0.004
TCGA-GH-A9DA-01A,CESC,simu_bulk_2ds_ref,0,0.005,0.012,0.871,0,0.008,0.023,0.073,0,0.008,0
TCGA-C5-A7CH-01A,CESC,simu_bulk_2ds_ref,0,0.003,0,0.9,0,0.014,0.027,0.05,0,0.001,0.005
TCGA-EA-A3Y4-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.119,0.775,0,0.007,0.008,0.089,0,0.001,0
TCGA-EX-A1H6-01B,CESC,simu_bulk_2ds_ref,0,0.009,0.008,0.906,0.009,0.016,0.036,0.004,0.002,0.011,0
TCGA-C5-A1BE-01B,CESC,simu_bulk_2ds_ref,0,0.015,0.007,0.867,0.001,0.02,0.022,0.06,0,0.009,0
TCGA-C5-A8XK-01A,CESC,simu_bulk_2ds_ref,0,0,0.003,0.908,0,0.022,0.003,0.059,0,0.001,0.004
TCGA-RA-A741-01A,CESC,simu_bulk_2ds_ref,0.01,0.024,0.026,0.756,0.019,0.018,0.016,0.112,0.003,0.015,0
TCGA-VS-A958-01A,CESC,simu_bulk_2ds_ref,0.006,0.025,0.134,0.582,0.013,0.023,0,0.202,0,0.015,0.001
TCGA-MA-AA43-01A,CESC,simu_bulk_2ds_ref,0,0.007,0,0.746,0.003,0.046,0.155,0.038,0,0.001,0.003
TCGA-JW-A5VH-01A,CESC,simu_bulk_2ds_ref,0,0,0.005,0.875,0.001,0.045,0.071,0.003,0,0,0
TCGA-VS-A9UY-01A,CESC,simu_bulk_2ds_ref,0,0.005,0.014,0.812,0,0.034,0.001,0.116,0,0.014,0.003
TCGA-VS-A9UC-01A,CESC,simu_bulk_2ds_ref,0,0.015,0.024,0.745,0.008,0.021,0.03,0.12,0,0.033,0.004
TCGA-C5-A8YQ-01A,CESC,simu_bulk_2ds_ref,0,0.012,0,0.89,0.002,0.003,0.016,0.07,0,0.005,0.001
TCGA-MA-AA3Y-01A,CESC,simu_bulk_2ds_ref,0.006,0.011,0.042,0.718,0.001,0.032,0.023,0.154,0,0.013,0
TCGA-VS-A8EK-01A,CESC,simu_bulk_2ds_ref,0.003,0.012,0.002,0.88,0,0.018,0,0.066,0,0.01,0.008
TCGA-LP-A4AV-01A,CESC,simu_bulk_2ds_ref,0.006,0.022,0.024,0.737,0.01,0.007,0.024,0.147,0,0.023,0
TCGA-C5-A7CG-01A,CESC,simu_bulk_2ds_ref,0.051,0.048,0.167,0.487,0.01,0.027,0.027,0.171,0,0.012,0
TCGA-VS-A952-01A,CESC,simu_bulk_2ds_ref,0.01,0.012,0.001,0.94,0.016,0.019,0,0.001,0,0,0.001
TCGA-EK-A2PL-01A,CESC,simu_bulk_2ds_ref,0,0.004,0.012,0.942,0,0.012,0,0.024,0,0.007,0
TCGA-EK-A2H1-01A,CESC,simu_bulk_2ds_ref,0,0.015,0.007,0.785,0,0.033,0.037,0.107,0,0.016,0
TCGA-VS-A9UP-01A,CESC,simu_bulk_2ds_ref,0,0,0.002,0.915,0.01,0.006,0.058,0,0.002,0.003,0.002
TCGA-C5-A1BF-01B,CESC,simu_bulk_2ds_ref,0,0.007,0.009,0.706,0,0.075,0.098,0.092,0,0.011,0
TCGA-DS-A3LQ-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.003,0.767,0.004,0.037,0.068,0.12,0,0,0
TCGA-C5-A1MP-01A,CESC,simu_bulk_2ds_ref,0.009,0.057,0.016,0.488,0.011,0.032,0.098,0.272,0.001,0.015,0
TCGA-EK-A2RA-01A,CESC,simu_bulk_2ds_ref,0,0.011,0.054,0.796,0,0.006,0,0.114,0,0.018,0
TCGA-EX-A1H5-01A,CESC,simu_bulk_2ds_ref,0.009,0.008,0.01,0.89,0.006,0.036,0.021,0.015,0.001,0.003,0
TCGA-JW-A5VI-01A,CESC,simu_bulk_2ds_ref,0.004,0.017,0.026,0.766,0.001,0.023,0.055,0.081,0,0.026,0.001
TCGA-JX-A3Q8-01A,CESC,simu_bulk_2ds_ref,0,0,0.051,0.858,0,0.021,0,0.068,0.001,0.001,0
TCGA-IR-A3LC-01A,CESC,simu_bulk_2ds_ref,0,0,0.001,0.872,0.001,0.024,0.015,0.066,0.001,0.02,0
TCGA-EK-A2H0-01A,CESC,simu_bulk_2ds_ref,0,0.003,0,0.936,0,0.001,0,0.053,0,0.006,0
TCGA-IR-A3LH-01A,CESC,simu_bulk_2ds_ref,0.028,0.009,0.09,0.444,0.007,0.024,0.094,0.288,0,0.015,0
TCGA-DS-A1OA-01A,CESC,simu_bulk_2ds_ref,0.004,0.023,0.022,0.73,0,0.028,0.057,0.123,0,0.011,0
TCGA-DS-A0VL-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.026,0.841,0,0.029,0.017,0.064,0,0.02,0
TCGA-EA-A1QS-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.513,0,0.045,0.364,0.067,0.003,0.008,0
TCGA-EA-A78R-01A,CESC,simu_bulk_2ds_ref,0,0.016,0.004,0.838,0.001,0.018,0.033,0.082,0,0.007,0
TCGA-LP-A7HU-01A,CESC,simu_bulk_2ds_ref,0.001,0.029,0.042,0.773,0.022,0.016,0.027,0.084,0,0.005,0
TCGA-UC-A7PI-01A,CESC,simu_bulk_2ds_ref,0,0,0.005,0.977,0.008,0.003,0,0.007,0,0,0
TCGA-A5-A0R8-01A,UCEC,simu_bulk_2ds_ref,0,0.02,0.006,0.773,0.025,0.056,0.035,0.072,0,0.012,0.001
TCGA-A5-A0G3-01A,UCEC,simu_bulk_2ds_ref,0.002,0,0,0.892,0.012,0.022,0.059,0.012,0,0,0
TCGA-AP-A054-01A,UCEC,simu_bulk_2ds_ref,0,0.006,0.011,0.878,0.008,0.033,0.06,0.001,0,0.004,0
TCGA-A5-A0GX-01A,UCEC,simu_bulk_2ds_ref,0,0.024,0.014,0.665,0.026,0.08,0.139,0.034,0,0.019,0
TCGA-DI-A2QY-01A,UCEC,simu_bulk_2ds_ref,0,0,0,0.891,0.007,0.043,0.055,0,0,0.003,0
TCGA-EY-A1GC-01A,UCEC,simu_bulk_2ds_ref,0.028,0.029,0.016,0.689,0.02,0.017,0.003,0.181,0,0.016,0
