sample_id,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-50-6593-01A,LUAD,simu_bulk_2ds_ref,0.012,0.001,0.019,0,0.001,0.001,0.568,0.051,0.051,0.12,0.016,0.143,0.006,0,0.009,0
TCGA-55-7728-01A,LUAD,simu_bulk_2ds_ref,0.01,0.014,0.02,0.001,0.013,0.001,0.475,0.072,0.017,0.021,0.009,0.335,0.005,0.001,0.005,0
TCGA-86-8055-01A,LUAD,simu_bulk_2ds_ref,0.02,0.003,0.026,0,0.005,0.001,0.497,0.008,0.049,0.226,0.017,0.131,0.006,0,0.011,0
TCGA-73-4668-01A,LUAD,simu_bulk_2ds_ref,0.03,0.001,0.01,0.001,0.008,0,0.719,0.015,0.043,0.087,0.03,0.049,0.006,0,0.001,0
TCGA-55-8090-01A,LUAD,simu_bulk_2ds_ref,0.005,0.001,0.016,0.001,0.003,0.001,0.727,0.03,0.057,0.06,0.013,0.074,0.006,0,0.007,0
TCGA-38-7271-01A,LUAD,simu_bulk_2ds_ref,0.031,0.116,0.047,0.001,0.037,0.02,0.277,0.075,0.114,0.123,0.024,0.123,0.006,0.001,0.004,0.002
TCGA-55-8514-01A,LUAD,simu_bulk_2ds_ref,0.015,0,0.008,0,0.008,0,0.775,0.013,0.04,0.029,0.017,0.085,0.001,0,0.009,0
TCGA-50-5932-01A,LUAD,simu_bulk_2ds_ref,0.01,0,0.005,0,0.001,0,0.848,0.007,0.032,0.028,0.018,0.048,0.001,0.001,0,0
TCGA-95-A4VN-01A,LUAD,simu_bulk_2ds_ref,0.006,0.005,0.013,0.043,0.01,0,0.586,0.09,0.086,0.033,0.02,0.088,0.004,0,0.013,0.001
TCGA-86-7954-01A,LUAD,simu_bulk_2ds_ref,0.008,0.001,0.057,0.001,0.023,0.001,0.508,0.036,0.054,0.065,0.02,0.202,0.004,0.001,0.02,0
TCGA-91-A4BC-01A,LUAD,simu_bulk_2ds_ref,0.094,0.001,0.027,0.05,0.066,0,0.361,0.008,0.055,0.181,0.05,0.097,0.003,0.001,0.004,0.001
TCGA-MP-A4TJ-01A,LUAD,simu_bulk_2ds_ref,0.056,0.041,0.054,0.014,0.028,0.004,0.361,0.045,0.068,0.144,0.018,0.139,0.007,0.002,0.017,0.002
TCGA-75-5126-01A,LUAD,simu_bulk_2ds_ref,0.001,0,0.012,0.022,0.012,0,0.523,0.025,0.07,0.057,0.014,0.245,0.005,0,0.011,0.002
TCGA-75-6211-01A,LUAD,simu_bulk_2ds_ref,0.04,0,0.017,0.006,0.007,0,0.727,0.01,0.039,0.104,0.011,0.038,0.001,0,0,0
TCGA-62-A470-01A,LUAD,simu_bulk_2ds_ref,0.009,0.001,0.004,0.002,0.002,0,0.764,0.008,0.04,0.004,0.039,0.121,0.001,0,0.004,0
TCGA-73-4677-01A,LUAD,simu_bulk_2ds_ref,0.027,0,0.01,0.001,0.009,0,0.739,0.014,0.051,0.029,0.035,0.074,0.005,0,0.005,0
TCGA-55-7911-01A,LUAD,simu_bulk_2ds_ref,0.016,0.003,0.025,0.064,0.001,0,0.683,0.028,0.053,0.03,0.01,0.085,0.001,0,0.001,0
TCGA-50-8460-01A,LUAD,simu_bulk_2ds_ref,0.052,0.003,0.033,0,0.01,0.001,0.572,0.087,0.067,0.081,0.02,0.055,0.013,0,0.006,0.001
TCGA-55-6981-01A,LUAD,simu_bulk_2ds_ref,0.024,0.009,0.019,0,0.004,0.001,0.688,0.031,0.068,0.059,0.017,0.065,0.007,0,0.007,0
TCGA-44-8120-01A,LUAD,simu_bulk_2ds_ref,0.012,0.002,0.017,0,0.014,0.001,0.557,0.041,0.105,0.128,0.047,0.06,0.008,0,0.008,0
TCGA-55-8614-01A,LUAD,simu_bulk_2ds_ref,0.017,0,0.013,0,0.017,0,0.634,0.019,0.045,0.177,0.032,0.04,0.003,0,0.001,0
TCGA-64-1677-01A,LUAD,simu_bulk_2ds_ref,0.052,0.024,0.008,0.022,0,0,0.809,0.018,0.02,0.02,0.011,0.014,0.001,0,0,0
TCGA-97-8552-01A,LUAD,simu_bulk_2ds_ref,0.009,0.022,0.018,0,0.009,0.002,0.549,0.066,0.052,0.073,0.017,0.167,0.012,0.003,0.001,0
TCGA-69-8253-01A,LUAD,simu_bulk_2ds_ref,0.017,0.007,0.007,0.001,0.001,0.001,0.772,0.015,0.064,0.028,0.02,0.048,0.011,0,0.009,0
TCGA-86-8668-01A,LUAD,simu_bulk_2ds_ref,0.031,0.014,0.026,0,0.008,0.001,0.509,0.045,0.074,0.164,0.008,0.108,0.01,0,0.002,0
TCGA-86-8074-01A,LUAD,simu_bulk_2ds_ref,0.007,0,0.03,0.004,0.001,0.001,0.611,0.037,0.057,0.125,0.007,0.099,0.005,0,0.014,0
TCGA-69-7765-01A,LUAD,simu_bulk_2ds_ref,0.033,0.014,0.02,0.003,0.007,0.001,0.46,0.034,0.071,0.214,0.019,0.11,0.007,0,0.006,0
TCGA-55-8092-01A,LUAD,simu_bulk_2ds_ref,0.142,0.01,0.031,0.036,0.017,0,0.533,0.003,0.044,0.093,0.005,0.084,0,0,0.001,0
TCGA-NJ-A4YQ-01A,LUAD,simu_bulk_2ds_ref,0.087,0.046,0.029,0.006,0.043,0,0.535,0.019,0.021,0.047,0.002,0.138,0.005,0,0.019,0.002
TCGA-55-6983-01A,LUAD,simu_bulk_2ds_ref,0.022,0.048,0.029,0.006,0.014,0.001,0.549,0.033,0.059,0.133,0.024,0.07,0.006,0.001,0.005,0
TCGA-62-8394-01A,LUAD,simu_bulk_2ds_ref,0.007,0.001,0.022,0.001,0.009,0.001,0.722,0.025,0.058,0.044,0.012,0.093,0.004,0,0.001,0
TCGA-44-2661-01A,LUAD,simu_bulk_2ds_ref,0.051,0.022,0.042,0.002,0.019,0.001,0.414,0.07,0.043,0.098,0.011,0.205,0.016,0.001,0.005,0.001
TCGA-44-7659-01A,LUAD,simu_bulk_2ds_ref,0.037,0.019,0.008,0.001,0.003,0.003,0.715,0.022,0.032,0.05,0.016,0.074,0.012,0,0.009,0
TCGA-55-6712-01A,LUAD,simu_bulk_2ds_ref,0.019,0.023,0.022,0.025,0.029,0.001,0.537,0.049,0.062,0.08,0.017,0.128,0.006,0,0.002,0
TCGA-05-4403-01A,LUAD,simu_bulk_2ds_ref,0.003,0,0.015,0.003,0.002,0.001,0.679,0.014,0.048,0.052,0.011,0.161,0.006,0.001,0.003,0.001
TCGA-97-7553-01A,LUAD,simu_bulk_2ds_ref,0.017,0.011,0.027,0.005,0.016,0.001,0.333,0.045,0.125,0.077,0.028,0.268,0.015,0.005,0.025,0.003
TCGA-78-8655-01A,LUAD,simu_bulk_2ds_ref,0.005,0,0.012,0.008,0.011,0,0.605,0.044,0.06,0.088,0.011,0.127,0.006,0,0.021,0.001
TCGA-55-7724-01A,LUAD,simu_bulk_2ds_ref,0.02,0.027,0.022,0.004,0.003,0.001,0.477,0.038,0.116,0.073,0.025,0.173,0.01,0,0.011,0
TCGA-73-4659-01A,LUAD,simu_bulk_2ds_ref,0.01,0.002,0.009,0,0.001,0,0.65,0.01,0.046,0.088,0.034,0.128,0.003,0,0.017,0.001
TCGA-50-6673-01A,LUAD,simu_bulk_2ds_ref,0.019,0.001,0.017,0,0,0.002,0.647,0.015,0.071,0.095,0.024,0.098,0.007,0,0.003,0.001
TCGA-78-7542-01A,LUAD,simu_bulk_2ds_ref,0.005,0.001,0.017,0.023,0,0,0.88,0.015,0.03,0.005,0,0.023,0.002,0,0.001,0
TCGA-38-4625-01A,LUAD,simu_bulk_2ds_ref,0.008,0.007,0.022,0.01,0.001,0.001,0.69,0.001,0.055,0.048,0.02,0.131,0.005,0,0,0.001
TCGA-55-7570-01A,LUAD,simu_bulk_2ds_ref,0.022,0.001,0.012,0.004,0.012,0,0.81,0.005,0.029,0.067,0.001,0.035,0.003,0,0,0
TCGA-69-7979-01A,LUAD,simu_bulk_2ds_ref,0.01,0,0.006,0.005,0.005,0,0.8,0.005,0.023,0.077,0.006,0.063,0.001,0,0,0
TCGA-55-A4DF-01A,LUAD,simu_bulk_2ds_ref,0.02,0.022,0.02,0.019,0.03,0,0.651,0.022,0.028,0.037,0.011,0.131,0.003,0,0.006,0
TCGA-67-3773-01A,LUAD,simu_bulk_2ds_ref,0.013,0.001,0.016,0.009,0.001,0,0.604,0.035,0.052,0.062,0.009,0.177,0.021,0.001,0,0
TCGA-55-7573-01A,LUAD,simu_bulk_2ds_ref,0.019,0.039,0.033,0,0.01,0.003,0.548,0.069,0.061,0.099,0.016,0.082,0.01,0,0.009,0
TCGA-50-5068-01A,LUAD,simu_bulk_2ds_ref,0.034,0.02,0.016,0.015,0.009,0,0.597,0.071,0.033,0.067,0.013,0.12,0.005,0,0,0.001
TCGA-49-AARN-01A,LUAD,simu_bulk_2ds_ref,0.02,0.024,0.018,0.005,0.007,0.001,0.686,0.04,0.052,0.096,0.008,0.031,0.006,0,0.007,0
TCGA-78-7150-01A,LUAD,simu_bulk_2ds_ref,0.006,0.001,0.009,0.004,0.001,0,0.745,0.002,0.028,0.151,0.007,0.04,0.002,0,0.004,0
TCGA-MP-A4TA-01A,LUAD,simu_bulk_2ds_ref,0.023,0.001,0.018,0.014,0.01,0,0.664,0.012,0.039,0.084,0.02,0.1,0.003,0,0.01,0
TCGA-55-7907-01A,LUAD,simu_bulk_2ds_ref,0.019,0,0.024,0.009,0.025,0,0.621,0.02,0.032,0.098,0.017,0.131,0.004,0.001,0,0
TCGA-55-5899-01A,LUAD,simu_bulk_2ds_ref,0.023,0.001,0.038,0.002,0.02,0,0.655,0.005,0.038,0.093,0.025,0.099,0,0,0,0
TCGA-55-7574-01A,LUAD,simu_bulk_2ds_ref,0.037,0.057,0.03,0.011,0.015,0.021,0.318,0.034,0.132,0.18,0.053,0.096,0.006,0.001,0.008,0.001
TCGA-C5-A7UI-01A,CESC,simu_bulk_2ds_ref,0.05,0.003,0.04,0.041,0.001,0,0.77,0.009,0.041,0.013,0.008,0.01,0,0,0.011,0.001
TCGA-C5-A902-01A,CESC,simu_bulk_2ds_ref,0,0,0.001,0.115,0.001,0,0.787,0.013,0.053,0.001,0,0.01,0,0.007,0.011,0
TCGA-DS-A1OB-01A,CESC,simu_bulk_2ds_ref,0,0,0.01,0.003,0,0,0.903,0.001,0.031,0,0.001,0.039,0,0,0.011,0
TCGA-Q1-A6DW-01A,CESC,simu_bulk_2ds_ref,0.002,0,0.001,0.037,0,0,0.83,0.014,0.081,0.006,0.003,0.001,0.001,0,0.024,0
TCGA-EK-A2R7-01A,CESC,simu_bulk_2ds_ref,0.029,0,0.019,0.022,0.003,0,0.82,0.021,0.034,0.027,0.001,0.023,0.001,0,0,0
TCGA-C5-A7X8-01A,CESC,simu_bulk_2ds_ref,0.043,0,0.008,0.007,0.008,0,0.665,0.009,0.052,0.186,0.003,0.012,0.004,0,0.003,0
TCGA-Q1-A5R3-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.015,0.015,0.007,0,0.925,0.004,0.025,0.002,0,0.002,0.002,0,0.002,0
TCGA-C5-A7X5-01A,CESC,simu_bulk_2ds_ref,0,0,0.005,0.002,0,0,0.954,0,0.025,0.005,0,0.002,0,0,0.007,0
TCGA-ZJ-A8QR-01A,CESC,simu_bulk_2ds_ref,0.006,0.001,0.001,0.008,0,0,0.841,0.011,0.069,0.023,0.002,0.008,0.004,0,0.026,0.001
TCGA-HM-A3JK-01A,CESC,simu_bulk_2ds_ref,0.011,0,0.017,0.002,0.005,0,0.575,0.038,0.086,0.202,0.023,0.029,0.006,0,0.007,0
TCGA-EA-A556-01A,CESC,simu_bulk_2ds_ref,0.001,0,0.003,0.004,0.009,0,0.83,0.004,0.022,0.111,0.008,0.005,0.002,0,0,0
TCGA-VS-A9V4-01A,CESC,simu_bulk_2ds_ref,0.001,0,0.001,0.005,0,0.001,0.954,0.007,0.012,0.004,0.006,0.003,0.002,0,0.004,0
TCGA-IR-A3L7-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.014,0,0,0.906,0.005,0.023,0.033,0,0.001,0.001,0,0.011,0.004
TCGA-EK-A2RL-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.026,0,0,0.93,0.002,0.016,0.019,0,0.007,0,0,0,0
TCGA-VS-A94X-01A,CESC,simu_bulk_2ds_ref,0.002,0.003,0.007,0.009,0.008,0,0.921,0.004,0.017,0,0,0.012,0.001,0,0.016,0
TCGA-VS-A9V3-01A,CESC,simu_bulk_2ds_ref,0.006,0.001,0.014,0.034,0.009,0,0.776,0.01,0.069,0.004,0.002,0.03,0.004,0,0.039,0
TCGA-EK-A2RO-01A,CESC,simu_bulk_2ds_ref,0,0,0.001,0.016,0,0,0.836,0.008,0.049,0.081,0.001,0.002,0,0,0.005,0
TCGA-JW-A5VJ-01A,CESC,simu_bulk_2ds_ref,0.004,0.001,0.003,0.012,0.012,0,0.884,0.005,0.038,0,0,0.015,0.002,0,0.023,0.001
TCGA-MA-AA42-01A,CESC,simu_bulk_2ds_ref,0.023,0.008,0.062,0.037,0.054,0,0.57,0.041,0.029,0,0.001,0.144,0,0.001,0.028,0.001
TCGA-C5-A1MK-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.017,0.008,0,0,0.79,0.004,0.054,0.078,0.001,0.018,0.004,0,0.02,0.003
TCGA-UC-A7PG-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.005,0.01,0.009,0.004,0.867,0.007,0.037,0.027,0.001,0.001,0.003,0,0.021,0.005
TCGA-VS-A9UH-01A,CESC,simu_bulk_2ds_ref,0.03,0.001,0.046,0.041,0.028,0,0.592,0.007,0.066,0.045,0.005,0.125,0.001,0,0.011,0.001
TCGA-4J-AA1J-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.011,0.005,0,0,0.811,0.006,0.064,0.052,0.024,0.001,0.005,0,0.014,0.006
TCGA-C5-A1ME-01A,CESC,simu_bulk_2ds_ref,0.004,0,0.004,0.012,0.013,0,0.889,0.015,0.024,0.016,0,0.013,0.004,0,0.004,0.002
TCGA-C5-A8YR-01A,CESC,simu_bulk_2ds_ref,0,0,0.008,0.055,0,0,0.726,0,0.054,0.032,0,0.124,0,0,0,0
TCGA-EA-A5FO-01A,CESC,simu_bulk_2ds_ref,0,0,0.001,0.01,0,0,0.96,0.007,0.016,0,0,0,0,0,0.005,0
TCGA-MA-AA3Z-01A,CESC,simu_bulk_2ds_ref,0.002,0.001,0.021,0.06,0.005,0,0.801,0.037,0.041,0,0,0.011,0.001,0,0.018,0
TCGA-C5-A8XJ-01A,CESC,simu_bulk_2ds_ref,0.008,0.003,0.018,0.015,0.016,0,0.765,0.007,0.066,0.06,0.017,0.015,0.003,0,0.006,0
TCGA-R2-A69V-01A,CESC,simu_bulk_2ds_ref,0.007,0.003,0.026,0.063,0.022,0,0.583,0.051,0.038,0.021,0.001,0.155,0.002,0,0.026,0.002
TCGA-C5-A1BM-01A,CESC,simu_bulk_2ds_ref,0.011,0.003,0.015,0.027,0,0,0.735,0.032,0.035,0,0.001,0.098,0,0,0.042,0
TCGA-ZJ-AAXD-01A,CESC,simu_bulk_2ds_ref,0.003,0.001,0.003,0.018,0.002,0.001,0.818,0.005,0.038,0.069,0.022,0,0.002,0,0.018,0.001
TCGA-HM-A4S6-01A,CESC,simu_bulk_2ds_ref,0.001,0,0.015,0.05,0.001,0,0.719,0.033,0.057,0.018,0.007,0.057,0.002,0,0.04,0
TCGA-EA-A5ZF-01A,CESC,simu_bulk_2ds_ref,0.004,0,0.001,0.004,0,0,0.852,0.001,0.035,0.071,0.008,0.021,0.003,0,0,0
TCGA-C5-A1M6-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.007,0.012,0,0.914,0.004,0.017,0.038,0,0.004,0.002,0,0,0.001
TCGA-DG-A2KK-01A,CESC,simu_bulk_2ds_ref,0.001,0,0.001,0.018,0.02,0,0.856,0.028,0.021,0.018,0,0.026,0.001,0,0.008,0.001
TCGA-HG-A2PA-01A,CESC,simu_bulk_2ds_ref,0.026,0.001,0.016,0.024,0.001,0,0.77,0.013,0.044,0.051,0.001,0.008,0.007,0,0.034,0.005
TCGA-VS-A8EH-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.005,0.006,0,0,0.878,0.012,0.055,0,0,0.016,0.003,0,0.023,0
TCGA-FU-A5XV-01A,CESC,simu_bulk_2ds_ref,0.004,0.001,0.007,0.012,0.001,0,0.845,0.007,0.067,0.015,0,0.002,0.008,0,0.026,0.004
TCGA-C5-A1MF-01A,CESC,simu_bulk_2ds_ref,0.002,0,0.003,0.018,0,0,0.919,0,0.008,0.027,0.001,0.02,0.001,0,0,0
TCGA-EX-A449-01A,CESC,simu_bulk_2ds_ref,0.07,0,0,0.016,0,0,0.88,0.005,0.013,0.004,0,0.011,0.001,0,0,0
TCGA-C5-A2LX-01A,CESC,simu_bulk_2ds_ref,0.022,0,0.044,0.017,0.045,0,0.725,0.064,0.017,0.029,0,0.033,0.002,0,0,0
TCGA-HM-A3JJ-01A,CESC,simu_bulk_2ds_ref,0.009,0.001,0.018,0.011,0.001,0,0.675,0.052,0.088,0.098,0.009,0.028,0.004,0,0.005,0
TCGA-LP-A4AW-01A,CESC,simu_bulk_2ds_ref,0.004,0.001,0.011,0,0.004,0,0.669,0.009,0.126,0.09,0.066,0.006,0.004,0,0.009,0.001
TCGA-C5-A8XH-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.026,0.028,0.001,0,0.797,0.019,0.058,0.017,0,0.041,0.001,0,0.011,0
TCGA-EK-A2RE-01A,CESC,simu_bulk_2ds_ref,0,0,0.011,0.002,0,0,0.879,0.004,0.067,0.007,0.003,0,0.003,0,0.018,0.005
TCGA-EK-A2RC-01A,CESC,simu_bulk_2ds_ref,0.011,0.001,0.006,0.048,0.007,0,0.735,0.016,0.06,0.055,0,0.035,0.002,0,0.022,0
TCGA-EA-A3HU-01A,CESC,simu_bulk_2ds_ref,0.036,0,0.027,0.161,0.001,0,0.606,0.015,0.062,0.005,0.001,0.057,0,0.011,0.017,0
TCGA-EK-A2PI-01A,CESC,simu_bulk_2ds_ref,0,0,0.006,0.005,0,0,0.895,0.005,0.018,0.055,0,0.006,0.001,0,0.01,0.001
TCGA-EX-A8YF-01A,CESC,simu_bulk_2ds_ref,0.059,0.002,0.004,0.048,0.02,0,0.76,0.02,0.028,0.004,0.002,0.05,0,0,0.002,0
TCGA-C5-A7UC-01A,CESC,simu_bulk_2ds_ref,0,0,0.005,0.006,0,0,0.93,0.001,0.046,0.003,0,0,0.001,0,0.008,0
TCGA-EA-A3QE-01A,CESC,simu_bulk_2ds_ref,0.021,0.005,0.025,0.082,0.005,0,0.683,0.028,0.048,0.008,0.006,0.027,0.002,0.002,0.057,0.001
TCGA-EA-A4BA-01A,CESC,simu_bulk_2ds_ref,0,0,0.005,0,0,0,0.894,0.001,0.035,0.059,0.004,0.001,0,0,0,0
TCGA-EA-A411-01A,CESC,simu_bulk_2ds_ref,0.017,0.003,0.017,0.004,0.001,0,0.684,0.019,0.077,0.122,0.031,0.013,0.006,0,0.004,0.001
TCGA-IR-A3LL-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.014,0.087,0.005,0,0.709,0.025,0.018,0,0,0.113,0.001,0,0.025,0
TCGA-IR-A3LF-01A,CESC,simu_bulk_2ds_ref,0.001,0.008,0.006,0.034,0.005,0.001,0.815,0.041,0.034,0.033,0.008,0.009,0.005,0,0,0
TCGA-EK-A3GJ-01A,CESC,simu_bulk_2ds_ref,0,0,0.01,0.097,0.001,0,0.788,0.011,0.02,0,0,0.041,0,0,0.032,0.001
TCGA-ZJ-AAXI-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.008,0,0,0.939,0.02,0.019,0,0,0,0.001,0.001,0.013,0
TCGA-C5-A1BI-01B,CESC,simu_bulk_2ds_ref,0.028,0.001,0.017,0.041,0.002,0,0.71,0.017,0.049,0.031,0.011,0.024,0.004,0,0.049,0.014
TCGA-EK-A3GK-01A,CESC,simu_bulk_2ds_ref,0,0.001,0,0.046,0,0,0.884,0.011,0.012,0.003,0,0.034,0,0,0.007,0
TCGA-EA-A3HT-01A,CESC,simu_bulk_2ds_ref,0.001,0.005,0.022,0.002,0,0,0.684,0.023,0.061,0.135,0.001,0.028,0.005,0,0.033,0.001
TCGA-C5-A2M1-01A,CESC,simu_bulk_2ds_ref,0.005,0.001,0.014,0.043,0.006,0,0.841,0.022,0.009,0.002,0,0.058,0,0,0,0
TCGA-VS-AA62-01A,CESC,simu_bulk_2ds_ref,0.015,0.002,0.03,0.04,0.021,0,0.678,0.017,0.053,0.031,0,0.077,0.002,0,0.033,0
TCGA-JW-A5VL-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.01,0.058,0.001,0,0.758,0.011,0.073,0,0,0.057,0,0,0.03,0
TCGA-EK-A2IR-01A,CESC,simu_bulk_2ds_ref,0,0,0.001,0,0,0,0.979,0,0.017,0,0,0.002,0,0,0,0
TCGA-VS-A9UD-01A,CESC,simu_bulk_2ds_ref,0.011,0.001,0.041,0.052,0.034,0,0.682,0.022,0.018,0,0.001,0.132,0.001,0,0.005,0
TCGA-VS-A9UR-01A,CESC,simu_bulk_2ds_ref,0.005,0,0.001,0.027,0,0,0.865,0.038,0.019,0.034,0,0,0.001,0,0.01,0
TCGA-FU-A3EO-01A,CESC,simu_bulk_2ds_ref,0,0,0.002,0.01,0,0,0.905,0.01,0.012,0.015,0,0.041,0.003,0,0.001,0
TCGA-JX-A3Q0-01A,CESC,simu_bulk_2ds_ref,0.005,0.003,0.021,0.029,0.022,0,0.771,0.013,0.039,0,0.001,0.062,0,0,0.033,0
TCGA-VS-A8QH-01A,CESC,simu_bulk_2ds_ref,0,0,0,0.01,0,0,0.957,0.008,0.015,0,0,0.008,0.001,0,0,0
TCGA-EK-A2RM-01A,CESC,simu_bulk_2ds_ref,0.003,0,0.009,0.004,0,0,0.842,0.002,0.015,0.069,0.004,0.041,0.003,0,0.007,0
TCGA-ZJ-AAX8-01A,CESC,simu_bulk_2ds_ref,0.01,0.001,0.031,0.023,0.014,0,0.662,0.015,0.063,0.115,0.003,0.023,0.005,0,0.033,0.001
TCGA-DR-A0ZL-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.005,0.004,0,0,0.938,0.007,0.038,0,0,0,0,0,0.006,0
TCGA-2W-A8YY-01A,CESC,simu_bulk_2ds_ref,0.011,0.001,0.006,0.003,0.009,0,0.857,0.011,0.015,0.035,0.005,0.049,0,0,0,0
TCGA-BI-A0VR-01A,CESC,simu_bulk_2ds_ref,0.027,0.001,0.033,0.032,0.012,0,0.719,0.035,0.068,0.024,0.002,0.013,0.001,0,0.033,0
TCGA-FU-A23L-01A,CESC,simu_bulk_2ds_ref,0.01,0.001,0.017,0.041,0.028,0,0.771,0.044,0.03,0.023,0.009,0.017,0,0,0.009,0
TCGA-VS-A8EJ-01A,CESC,simu_bulk_2ds_ref,0.01,0,0.007,0.011,0,0,0.907,0.016,0.019,0.006,0,0.021,0,0,0,0
TCGA-DS-A0VK-01A,CESC,simu_bulk_2ds_ref,0.001,0.001,0.008,0.001,0.001,0,0.832,0.002,0.083,0.032,0.003,0.032,0,0,0.004,0
TCGA-LP-A4AX-01A,CESC,simu_bulk_2ds_ref,0.013,0.001,0.017,0.064,0.053,0,0.648,0.008,0.087,0.036,0.006,0.059,0.001,0,0.007,0
TCGA-EK-A2RJ-01A,CESC,simu_bulk_2ds_ref,0.03,0.002,0.007,0.034,0.017,0,0.78,0.001,0.039,0,0.02,0.044,0,0,0.025,0.001
TCGA-JW-A852-01A,CESC,simu_bulk_2ds_ref,0,0,0.021,0.001,0,0,0.935,0.014,0.016,0,0,0.003,0.001,0,0.008,0
TCGA-Q1-A73S-01A,CESC,simu_bulk_2ds_ref,0,0,0.001,0.002,0,0,0.957,0.003,0.015,0.011,0.003,0.005,0.001,0,0,0.001
TCGA-ZJ-AAXU-01A,CESC,simu_bulk_2ds_ref,0.05,0.01,0.033,0.028,0.012,0,0.798,0.01,0.043,0.002,0,0.002,0.001,0,0.01,0.001
TCGA-C5-A1MI-01A,CESC,simu_bulk_2ds_ref,0.008,0.002,0.016,0.028,0.034,0,0.812,0.018,0.033,0.029,0.001,0.018,0.002,0,0.001,0
TCGA-VS-A8QA-01A,CESC,simu_bulk_2ds_ref,0.002,0,0.001,0.046,0.001,0,0.916,0.018,0.01,0,0,0.005,0.001,0,0,0
TCGA-EA-A5ZD-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.022,0.011,0,0,0.734,0.042,0.079,0.013,0.01,0.038,0.004,0,0.044,0.002
TCGA-XS-A8TJ-01A,CESC,simu_bulk_2ds_ref,0.003,0.004,0.017,0.004,0.004,0,0.791,0.051,0.071,0.011,0.003,0.014,0.005,0,0.021,0.001
TCGA-C5-A7CO-01A,CESC,simu_bulk_2ds_ref,0,0,0.001,0.02,0,0,0.907,0.018,0.026,0,0,0.013,0,0,0.014,0.001
TCGA-MY-A5BF-01A,CESC,simu_bulk_2ds_ref,0,0,0.002,0.054,0.008,0,0.81,0.036,0.042,0,0,0.014,0,0,0.031,0.001
TCGA-C5-A1BL-01A,CESC,simu_bulk_2ds_ref,0.007,0.001,0.009,0.048,0.012,0,0.784,0.015,0.031,0,0,0.041,0,0,0.051,0.001
TCGA-C5-A1M5-01A,CESC,simu_bulk_2ds_ref,0.007,0.011,0.024,0.037,0.001,0,0.737,0.064,0.06,0.02,0.001,0.009,0.001,0,0.026,0.002
TCGA-DS-A5RQ-01A,CESC,simu_bulk_2ds_ref,0,0.002,0.011,0.019,0,0,0.806,0.025,0.056,0.02,0,0.025,0.001,0,0.027,0.006
TCGA-JW-A5VG-01A,CESC,simu_bulk_2ds_ref,0,0,0.006,0.057,0,0,0.819,0.01,0.056,0.002,0,0.035,0.001,0.011,0.002,0
TCGA-WL-A834-01A,CESC,simu_bulk_2ds_ref,0,0.001,0.004,0.001,0.001,0,0.869,0.011,0.063,0.023,0.013,0.004,0.003,0,0.007,0
TCGA-DS-A1OD-01A,CESC,simu_bulk_2ds_ref,0.01,0.001,0.041,0.05,0.047,0,0.633,0.072,0.034,0.04,0.003,0.065,0.003,0,0.001,0
TCGA-Q1-A5R1-01A,CESC,simu_bulk_2ds_ref,0.008,0,0.002,0.015,0.001,0,0.871,0.028,0.036,0.018,0,0.009,0.006,0,0.005,0
TCGA-ZJ-AAXF-01A,CESC,simu_bulk_2ds_ref,0.01,0.014,0.037,0.005,0.028,0.003,0.708,0.035,0.054,0.057,0.011,0.008,0.003,0,0.025,0.001
TCGA-LP-A5U2-01A,CESC,simu_bulk_2ds_ref,0,0,0.001,0.021,0.012,0,0.937,0.008,0.017,0,0.001,0.002,0,0,0,0
TCGA-C5-A7CK-01A,CESC,simu_bulk_2ds_ref,0.012,0.002,0.001,0.005,0.002,0,0.855,0,0.039,0.072,0.001,0.005,0.003,0,0.003,0
TCGA-ZJ-AB0H-01A,CESC,simu_bulk_2ds_ref,0.033,0.001,0.025,0.013,0.025,0,0.694,0.029,0.042,0.028,0.001,0.06,0.002,0,0.044,0.002
TCGA-EK-A2R9-01A,CESC,simu_bulk_2ds_ref,0.001,0,0.018,0.016,0.012,0,0.689,0.089,0.044,0.108,0.004,0.018,0.001,0,0,0
TCGA-VS-A954-01A,CESC,simu_bulk_2ds_ref,0.005,0,0.006,0.006,0.025,0,0.876,0.005,0.027,0.026,0.001,0.014,0.001,0,0.005,0.001
