,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-DJ-A3UU-01A,22.245,148.161,43.941,15.607,20.760,183.324,271.514,1.000,2.512,284.057,28.305,2.793,873.742
TCGA-EM-A1YA-01A,2.735,37.850,8.834,2.721,1.363,527.224,58.816,2.978,1.000,129.544,7.593,1.000,257.322
TCGA-CE-A483-01A,2.751,59.476,9.048,3.270,2.071,226.551,43.665,1.000,1.000,238.888,9.269,1.000,732.485
TCGA-DJ-A3VD-01A,168.855,292.641,114.060,22.946,71.118,148.410,476.010,12.846,9.557,260.744,45.954,3.688,1000.177
TCGA-BJ-A28S-01A,7.153,57.564,9.628,3.470,1.000,568.058,53.066,3.016,1.000,248.278,7.380,1.000,488.694
TCGA-FY-A3R9-01A,3.549,34.731,5.926,2.141,2.306,270.128,24.765,1.000,1.000,83.633,2.018,1.209,317.034
TCGA-FY-A3R8-01A,4.333,71.223,26.712,2.237,15.235,108.566,206.330,4.339,9.611,148.865,9.558,2.519,849.888
TCGA-DJ-A3V2-01A,102.344,73.503,75.823,49.991,20.285,310.683,843.513,15.413,3.071,259.786,152.371,3.483,799.870
TCGA-ET-A25L-01A,2.253,216.655,24.739,1.574,11.382,147.850,154.542,8.891,4.071,233.519,7.427,1.408,753.686
TCGA-EL-A3D1-01A,6.149,88.662,13.278,6.320,6.652,504.728,134.053,17.493,1.066,561.554,10.489,2.108,1525.436
TCGA-FY-A3I4-01A,5.756,295.430,33.077,6.451,10.707,324.498,289.310,4.132,6.821,353.701,19.983,4.461,1203.901
TCGA-DJ-A3UV-01A,9.598,275.006,30.072,11.591,13.398,463.441,203.985,2.631,2.633,300.413,36.810,2.616,730.226
TCGA-BJ-A28T-01A,203.786,178.153,119.998,77.050,50.085,351.945,477.966,4.315,10.012,187.937,158.022,4.878,559.509
TCGA-EM-A3FQ-01A,22.894,162.618,71.727,17.861,53.451,128.244,361.529,15.624,14.033,212.239,49.108,3.479,1388.753
TCGA-J8-A4HW-01A,4.786,83.235,21.561,1.143,2.763,245.257,56.124,1.000,1.000,335.869,5.006,1.000,1399.226
TCGA-MK-A4N6-01A,6.926,108.621,42.513,7.821,5.898,102.746,238.940,1.232,8.053,183.908,11.043,2.742,1313.463
TCGA-DJ-A3V8-01A,6.359,57.187,13.926,2.733,5.968,143.166,67.376,1.152,1.542,289.681,4.880,1.000,975.519
TCGA-DJ-A1QI-01A,6.456,71.745,23.136,5.187,11.940,219.875,182.313,4.601,2.655,129.083,14.023,1.357,873.585
TCGA-EL-A3H8-01A,3.247,87.228,11.879,3.500,6.604,266.903,60.836,10.946,1.782,286.629,8.561,1.000,957.268
TCGA-EM-A3O3-01A,54.555,54.292,39.151,8.198,20.699,33.682,248.777,36.224,9.189,226.007,33.054,2.247,761.766
TCGA-IM-A3U3-01A,15.886,103.283,29.441,4.764,14.467,212.600,148.855,2.667,2.559,320.185,10.257,1.154,873.260
TCGA-BJ-A191-01A,54.067,89.633,17.201,133.877,3.753,125.715,189.135,1.000,1.000,339.260,42.481,4.694,1353.702
TCGA-E8-A3X7-01A,4.497,123.884,10.621,5.221,8.560,108.659,56.899,4.586,3.971,240.360,11.631,1.000,812.434
TCGA-FY-A3YR-01A,1.452,140.657,11.132,4.503,6.655,113.532,49.674,1.791,1.875,161.617,9.882,1.000,661.732
TCGA-KS-A41I-01A,7.255,52.704,12.378,4.168,1.497,190.010,115.308,7.103,1.000,223.323,12.036,1.290,208.009
TCGA-EL-A3CS-01A,2.198,85.110,7.366,1.701,2.023,265.141,45.465,2.872,1.601,210.528,3.484,1.000,758.428
TCGA-EL-A3GU-01A,2.927,228.076,15.342,1.000,13.700,126.361,42.280,10.085,2.685,316.947,2.683,1.000,697.023
TCGA-EM-A1CU-01A,4.308,150.928,18.572,3.411,5.439,246.950,120.969,1.870,7.705,310.495,19.087,1.700,1102.897
TCGA-H2-A26U-01A,37.077,145.882,100.558,35.445,28.217,101.373,760.447,2.358,9.763,333.649,134.996,4.517,671.915
TCGA-DJ-A2PT-01A,2.921,173.834,39.215,9.893,40.887,104.524,513.148,10.620,31.341,198.041,29.909,2.636,1454.572
TCGA-DJ-A3V6-01A,3.939,124.326,19.622,6.004,8.864,204.000,107.805,3.584,10.110,342.329,16.582,1.667,902.866
TCGA-DJ-A2Q7-01A,24.216,126.513,33.349,10.710,5.366,478.695,223.713,7.128,1.000,382.568,29.436,2.119,917.366
TCGA-ET-A3BV-01A,7.116,1522.473,58.687,3.500,50.743,86.015,90.148,200.480,3.066,237.574,5.487,1.610,1971.435
TCGA-EL-A3ZL-01A,4.968,143.633,9.404,1.928,1.838,463.186,65.361,6.789,1.000,406.953,5.927,1.000,546.681
TCGA-CE-A13K-01A,6.583,309.829,21.563,8.190,7.032,1042.984,70.345,12.135,1.731,355.071,27.222,4.011,566.247
TCGA-DJ-A3UQ-01A,5.201,416.922,37.684,7.857,29.332,144.267,113.684,11.036,4.250,276.517,15.362,1.472,928.121
TCGA-BJ-A45H-01A,5.675,131.430,24.054,12.792,8.363,328.465,163.747,12.817,2.026,289.339,31.035,1.817,995.289
TCGA-L6-A4EU-01A,6.737,95.133,19.104,3.426,15.241,89.413,108.902,2.467,4.586,278.228,11.025,1.488,911.204
TCGA-DJ-A3VM-01A,13.727,72.293,9.216,1.221,1.807,395.261,48.364,1.226,1.000,235.510,3.304,1.091,295.073
TCGA-H2-A3RH-01A,9.962,47.984,17.231,23.446,1.962,530.340,147.668,1.000,1.004,308.958,4.883,2.850,882.511
TCGA-EL-A3ZR-01A,18.426,15.168,7.344,3.811,1.190,803.261,36.911,1.344,1.000,335.821,3.590,1.000,624.128
TCGA-BJ-A291-01A,3.150,14.153,8.203,2.349,1.000,1276.623,50.831,1.000,1.000,226.963,12.803,1.000,334.213
TCGA-MK-A4N9-01A,4.449,50.603,11.438,13.628,3.214,265.986,54.573,2.252,1.000,286.183,12.107,1.677,836.110
TCGA-EL-A3MZ-01A,2.429,135.232,13.755,4.938,6.644,169.390,93.447,3.148,11.557,206.437,9.568,1.817,697.420
TCGA-EM-A2CP-01A,260.877,92.392,134.340,78.027,22.550,567.783,1387.871,1.000,2.939,84.935,225.012,7.275,692.643
TCGA-DJ-A2PZ-01A,3.975,116.740,22.498,1.462,12.017,120.050,147.144,1.702,2.455,311.627,13.145,1.000,777.102
TCGA-EL-A3ZG-01A,4.252,47.608,9.561,4.348,1.687,544.178,50.754,1.000,1.056,230.634,12.049,1.909,885.293
TCGA-FE-A3PC-01A,6.847,64.590,11.999,4.262,2.522,150.823,61.898,1.000,1.670,209.102,11.965,1.259,696.480
TCGA-BJ-A0YZ-01A,8.226,89.281,15.117,1.077,1.416,433.142,99.461,1.000,1.000,331.795,9.557,2.847,1014.787
TCGA-DJ-A13M-01A,32.479,49.860,15.404,6.135,1.193,241.458,69.152,1.000,1.000,424.981,6.186,1.480,1216.151
TCGA-EM-A3OA-01A,12.511,7.366,3.941,2.844,1.000,544.630,29.167,1.000,1.000,156.158,16.660,1.000,651.431
TCGA-J8-A3YE-01A,3.909,52.304,3.520,4.185,1.428,126.318,37.999,1.000,1.000,131.724,7.866,1.000,707.716
TCGA-BJ-A0Z9-01A,4.917,89.260,25.682,1.000,8.297,49.390,187.953,1.800,2.172,200.203,4.029,1.982,1712.957
TCGA-EL-A3CW-01A,151.237,90.172,75.127,20.990,42.757,225.067,153.851,4.803,2.198,207.148,53.380,2.203,565.565
TCGA-FY-A3R6-01A,150.191,180.522,65.300,52.276,30.386,378.104,410.972,9.504,4.012,244.676,127.921,2.407,729.973
TCGA-H2-A2K9-01A,4.477,191.214,390.626,2.843,1.000,412.168,79.724,1.000,1.000,330.156,6.114,11.451,492.874
TCGA-DJ-A2PO-01A,32.356,95.320,47.981,45.165,8.304,467.376,436.971,7.207,2.032,270.263,93.828,3.245,665.778
TCGA-FY-A40N-01A,30.070,46.603,20.473,17.494,4.125,138.288,196.878,2.465,1.000,325.293,38.093,2.553,853.250
TCGA-EM-A1YD-01A,6.936,129.951,21.850,5.915,5.886,1289.518,81.499,4.088,2.647,229.479,21.720,1.000,467.506
TCGA-DE-A69J-01A,3.862,84.145,22.918,4.449,16.028,162.143,70.137,1.000,7.811,271.451,7.879,1.673,1177.688
TCGA-EL-A3MX-01A,5.598,131.869,8.833,13.116,3.133,66.833,32.878,1.000,1.181,243.665,6.264,1.570,1223.197
TCGA-J8-A3YG-01A,4.307,78.247,25.063,3.360,8.158,179.816,127.901,6.741,1.403,240.768,10.901,2.162,800.279
TCGA-BJ-A0ZC-01A,9.806,34.151,20.661,3.933,2.077,610.497,56.900,1.000,1.616,158.309,16.401,1.000,554.237
TCGA-FY-A40K-01A,5.943,103.585,64.703,11.104,14.685,506.609,475.277,16.679,1.113,151.055,20.452,5.784,555.257
TCGA-EL-A4K6-01A,8.431,2.928,3.757,1.735,1.000,144.236,23.565,1.000,1.000,248.002,2.540,1.029,433.272
TCGA-EL-A3H3-01A,11.336,252.905,52.178,21.697,21.640,121.012,313.632,5.784,8.525,71.163,30.626,2.321,781.301
TCGA-BJ-A290-01A,2.943,137.558,12.194,2.090,1.588,325.854,58.549,2.002,1.000,383.479,7.742,1.040,572.374
TCGA-BJ-A28Z-01A,263.324,169.884,118.137,51.581,38.309,265.984,1057.000,7.137,13.618,170.253,196.572,4.856,454.434
TCGA-CE-A484-01A,12.797,97.851,10.268,3.861,1.825,403.367,70.892,6.121,1.000,511.676,13.925,1.960,677.350
TCGA-EM-A3FL-01A,27.210,33.696,5.745,3.675,2.301,304.033,22.077,1.187,1.000,183.321,8.645,1.000,571.440
TCGA-EL-A3GO-01A,2.468,43.850,20.365,22.815,1.536,939.303,89.920,1.000,1.516,184.963,21.653,1.769,1084.947
TCGA-ET-A39T-01A,3.079,22.242,13.105,6.597,3.999,224.023,78.654,1.000,1.000,260.733,11.432,1.000,882.008
TCGA-EM-A2CK-01A,14.814,28.676,6.500,5.713,1.014,754.253,33.388,1.000,1.000,419.506,15.233,1.000,598.549
TCGA-DJ-A4UQ-01A,17.058,237.134,24.760,6.419,7.294,264.358,169.974,4.284,3.212,411.482,22.269,2.467,1139.923
TCGA-DJ-A3UO-01A,6.682,62.836,9.952,1.000,3.674,224.894,115.367,1.465,1.000,285.561,5.557,1.041,1215.512
TCGA-DJ-A1QM-01A,6.847,357.633,28.477,5.400,14.202,336.177,98.290,3.756,2.755,286.201,6.681,1.691,731.725
TCGA-ET-A3BS-01A,187.164,72.598,76.304,42.740,12.312,244.764,767.235,4.982,1.310,221.701,97.620,4.009,836.106
TCGA-EM-A3AO-01A,24.013,88.367,30.807,9.067,6.363,411.314,182.021,19.126,2.000,325.940,49.180,2.110,572.890
TCGA-DJ-A3UN-01A,8.635,140.658,26.424,10.472,3.942,383.719,292.204,13.093,1.356,426.487,22.598,2.682,708.866
TCGA-DJ-A13W-01A,1.349,13.077,4.387,1.000,1.000,815.747,10.892,1.000,1.000,198.486,7.543,1.000,131.985
TCGA-DJ-A3VE-01A,4.750,124.069,12.159,9.409,6.135,318.055,74.986,11.405,1.666,302.262,9.688,1.861,943.555
TCGA-DJ-A3VI-01A,17.763,42.528,7.392,6.799,2.226,97.535,38.887,1.219,1.000,187.739,15.782,1.000,728.022
TCGA-EM-A2CO-01A,3.388,27.683,5.740,1.291,1.000,199.325,32.558,1.000,1.000,111.893,3.213,1.000,307.118
TCGA-ET-A39L-01A,5.567,72.894,39.453,11.944,2.046,922.617,110.675,9.808,2.708,225.720,22.536,2.300,849.725
TCGA-EM-A3FO-01A,3.281,80.711,8.173,25.231,2.494,63.900,57.812,1.000,1.330,239.388,2.243,1.273,1627.775
TCGA-E8-A418-01A,3.444,15.662,17.370,4.302,3.548,73.650,122.956,1.000,1.000,221.858,14.229,1.000,833.445
TCGA-DE-A4M9-01A,7.569,108.262,7.867,1.545,2.382,181.905,42.194,1.000,1.000,292.092,1.576,4.485,773.233
TCGA-BJ-A28W-01A,527.579,72.585,149.558,98.963,102.738,244.214,794.207,9.051,9.382,244.966,388.684,3.332,381.953
TCGA-DJ-A2Q6-01A,9.996,277.279,30.217,8.091,13.019,307.197,98.251,8.366,4.737,284.414,17.177,1.000,818.643
TCGA-EL-A3N2-01A,2.880,78.688,15.608,4.589,5.221,188.497,47.319,2.598,3.296,203.420,13.536,1.000,678.797
TCGA-FK-A3SG-01A,14.330,77.893,13.840,5.521,3.418,428.728,87.894,2.324,1.738,389.070,4.647,1.858,1342.246
TCGA-DJ-A3UM-01A,9.215,134.059,19.512,5.474,8.193,396.667,130.383,6.445,3.124,268.698,18.975,1.787,966.753
TCGA-BJ-A45E-01A,351.202,90.550,95.773,58.735,13.481,168.461,985.039,1.179,11.169,68.008,266.545,4.264,116.174
TCGA-E8-A415-01A,6.313,64.970,14.039,6.384,6.680,233.369,141.459,1.000,1.081,261.424,15.447,1.772,797.367
TCGA-DJ-A4UP-01A,71.268,157.884,59.359,29.640,35.838,400.918,220.667,4.529,3.962,270.788,68.972,5.455,905.380
TCGA-ET-A39J-01A,3.854,241.615,15.676,2.306,2.477,553.977,92.443,7.971,1.973,400.125,5.307,1.159,1219.597
TCGA-KS-A41J-01A,15.252,53.209,21.024,8.891,11.432,153.804,145.512,1.000,1.367,265.178,39.796,1.000,1182.828
TCGA-BJ-A4O9-01A,3.450,6.421,7.552,6.052,1.637,394.246,41.053,1.000,1.545,165.719,12.844,1.000,932.349
TCGA-EM-A2CM-01A,2.629,8.058,6.308,1.105,1.740,139.462,47.819,1.000,1.000,166.859,3.013,1.079,431.102
TCGA-EM-A2OW-01A,2.770,59.745,11.331,4.394,3.113,504.369,63.226,1.000,1.244,78.159,10.099,1.065,252.501
TCGA-FE-A3PA-01A,4.212,61.335,16.763,4.425,8.064,265.413,88.644,2.981,1.000,275.812,12.082,1.625,636.723
TCGA-QD-A8IV-01A,32.390,64.101,21.203,20.714,2.344,400.373,131.822,1.000,1.109,275.951,41.465,2.493,610.732
TCGA-IM-A3U2-01A,3.673,93.912,8.336,1.000,7.844,101.803,44.515,1.412,1.281,253.778,4.223,1.000,1078.801
TCGA-EL-A3H5-01A,6.173,300.049,17.699,4.374,10.629,147.420,71.816,9.787,5.540,128.533,12.195,1.000,215.621
TCGA-DJ-A13R-01A,10.862,7.159,24.663,20.171,1.310,75.721,266.484,1.000,1.000,179.547,114.633,1.000,164.914
TCGA-ET-A2MY-01A,3.814,47.244,11.879,1.641,4.701,139.526,66.296,1.304,1.363,368.407,10.145,1.000,1014.060
TCGA-IM-A3EB-01A,37.870,37.872,25.308,19.914,8.507,95.334,284.459,1.045,4.216,209.524,50.477,1.858,926.878
TCGA-DJ-A1QF-01A,1.994,99.112,14.692,1.500,2.853,439.554,142.988,1.614,1.131,239.907,5.523,1.381,589.227
TCGA-EL-A3T1-01A,32.134,103.323,33.560,12.437,9.963,114.104,228.477,2.962,2.266,217.521,39.544,2.236,740.240
TCGA-FE-A237-01A,9.186,137.636,28.015,5.543,10.724,277.980,113.441,1.653,4.830,306.487,8.711,1.355,917.300
TCGA-EM-A3FJ-01A,2.444,107.223,21.978,5.693,8.854,210.400,122.214,1.149,2.368,298.032,19.206,1.000,1035.295
TCGA-EL-A3D4-01A,2.753,160.200,14.763,5.144,3.893,1078.785,121.290,9.669,1.000,843.583,13.588,1.335,770.797
TCGA-FE-A234-01A,5.435,56.678,33.428,3.759,15.506,140.647,104.412,1.179,8.286,187.557,11.166,2.598,997.368
TCGA-FY-A40M-01A,5.472,280.437,12.335,216.224,1.937,224.200,92.737,1.000,1.000,214.367,7.470,1.481,1284.888
TCGA-EM-A2OX-01A,4.748,100.657,23.090,6.718,12.451,290.852,143.837,6.200,2.496,425.273,22.131,1.363,810.111
TCGA-EM-A4FR-01A,5.004,37.399,7.984,2.673,1.610,260.442,57.913,1.000,1.000,212.655,8.656,1.204,521.367
TCGA-EM-A22I-01A,3.130,61.285,15.525,1.846,12.539,103.161,45.676,3.553,3.647,202.691,6.066,1.122,661.589
TCGA-FY-A3ON-01A,18.918,220.414,27.342,16.212,9.025,316.611,174.735,1.919,3.272,242.031,33.242,4.968,1138.012
TCGA-EM-A1YC-01A,1.253,5.977,4.136,2.155,1.078,269.463,32.580,1.000,1.000,55.759,7.370,1.000,256.180
TCGA-EL-A3TA-01A,12.593,142.330,33.232,11.244,14.538,561.720,252.261,10.374,2.331,371.274,30.973,2.630,671.500
TCGA-CE-A27D-01A,106.646,179.032,66.471,31.350,38.968,330.507,342.817,3.060,6.349,205.445,157.465,2.156,657.176
TCGA-ET-A3BT-01A,9.177,110.965,20.912,2.410,11.362,270.144,92.079,2.878,1.767,223.781,10.333,1.159,830.904
TCGA-DJ-A13U-01A,2.983,58.169,12.061,2.337,3.984,189.919,59.433,2.041,1.000,194.105,7.150,1.000,583.086
TCGA-EM-A3O8-01A,18.219,18.428,10.078,10.560,1.000,666.599,37.891,1.000,1.000,156.916,5.483,1.106,545.669
TCGA-H2-A422-01A,2.106,29.518,11.283,1.976,3.609,133.767,46.822,1.000,3.284,208.813,2.960,1.574,742.523
TCGA-EL-A3CL-01A,2.667,42.237,16.431,7.920,4.416,309.705,112.751,2.526,2.549,333.703,19.887,1.557,760.789
TCGA-DJ-A13V-01A,9.011,119.629,12.500,6.630,4.584,318.201,83.462,2.588,1.000,304.718,33.141,1.000,795.539
TCGA-EM-A22Q-01A,19.790,72.238,6.377,1.727,1.000,900.894,66.866,1.278,1.024,254.393,69.107,1.000,777.269
TCGA-EM-A22J-01A,5.825,38.263,11.407,3.003,1.372,423.093,77.091,1.000,1.014,51.486,8.559,1.714,415.731
TCGA-BJ-A0Z2-01A,15.871,32.251,15.208,2.973,1.918,265.003,56.538,1.000,1.000,240.067,11.354,1.315,645.548
TCGA-E3-A3E3-01A,2.431,75.349,15.316,3.075,6.691,172.781,55.017,1.704,1.000,204.227,7.903,1.000,852.175
TCGA-IM-A41Y-01A,1.882,13.706,5.023,1.178,1.108,176.940,58.942,1.000,1.000,167.910,1.870,1.000,865.003
TCGA-EM-A3AN-01A,3.568,109.012,15.022,8.606,14.520,332.515,82.032,1.000,1.382,213.891,18.131,1.000,907.610
TCGA-EL-A3ZP-01A,31.751,170.750,41.312,23.151,12.252,289.681,326.047,4.275,2.987,220.830,99.964,3.573,1200.674
TCGA-BJ-A3F0-01A,7.611,41.993,24.473,2.701,2.237,1781.079,79.880,1.000,1.620,213.579,30.254,1.000,515.012
TCGA-L6-A4EQ-01A,3.300,88.386,15.721,3.159,3.632,430.416,93.103,2.799,1.000,233.957,43.112,1.427,995.693
TCGA-FE-A3PB-01A,20.251,297.587,33.849,9.534,33.348,139.640,114.219,10.324,2.538,389.241,21.435,1.246,747.103
TCGA-BJ-A0ZB-01A,2.056,64.979,8.604,4.578,4.557,161.262,43.141,1.203,1.212,209.777,7.499,1.000,547.747
TCGA-BJ-A0ZJ-01A,95.873,89.477,79.171,29.258,24.761,383.269,325.099,5.124,3.235,514.049,92.988,3.188,742.904
TCGA-EM-A4G1-01A,3.374,38.133,17.989,4.049,14.515,200.902,71.455,1.227,5.485,288.991,8.312,2.350,477.042
TCGA-DJ-A3V7-01A,4.010,26.837,15.659,2.971,3.903,187.691,89.766,1.961,1.676,343.579,8.655,1.251,902.101
TCGA-KS-A4I3-01A,4.030,82.136,7.592,7.187,5.899,347.270,52.363,1.654,1.000,263.789,23.875,1.000,879.121
TCGA-EL-A3GR-01A,3.785,189.556,26.348,4.538,14.447,198.339,161.015,7.216,11.687,258.682,7.703,2.713,1103.918
TCGA-EM-A3AQ-01A,5.724,73.143,10.549,7.564,4.162,526.705,107.820,9.230,1.000,503.764,25.686,1.465,974.345
TCGA-BJ-A45C-01A,6.518,106.790,3.417,2.280,1.000,544.558,9.376,1.000,1.000,571.783,11.278,1.000,671.828
TCGA-DJ-A2PN-01A,3.379,82.560,13.295,6.649,3.151,306.955,74.338,1.246,1.000,285.245,9.512,1.211,979.516
TCGA-ET-A2MX-01A,2.095,29.586,6.464,3.518,1.989,63.083,52.377,1.000,1.000,253.967,3.434,1.000,1006.757
TCGA-DJ-A4V2-01A,6.345,76.596,25.433,5.818,8.482,132.410,93.650,2.279,3.334,241.232,9.826,1.767,1001.837
TCGA-ET-A39P-01A,4.467,145.617,16.533,2.038,7.803,199.162,73.650,2.673,1.948,327.595,3.180,1.112,764.105
TCGA-DJ-A2Q3-01A,45.158,139.194,49.764,16.411,25.339,162.223,246.889,3.258,5.790,235.167,40.235,2.207,840.970
TCGA-DJ-A2QC-01A,14.494,90.631,20.380,10.636,1.460,803.344,216.463,20.062,1.000,551.867,38.366,1.808,1023.258
TCGA-KS-A4IB-01A,2.147,21.434,7.711,1.000,1.400,253.879,57.797,1.000,1.000,224.262,8.318,2.377,523.275
TCGA-EM-A3AK-01A,12.273,79.013,24.802,5.593,7.259,694.923,153.772,13.482,1.227,422.364,22.777,1.680,721.891
TCGA-EM-A3ST-01A,13.370,29.845,7.936,10.174,1.000,376.669,55.719,1.000,2.135,251.258,45.245,5.993,807.639
TCGA-FK-A3SD-01A,7.207,250.541,4.140,3.504,1.000,576.355,74.223,1.000,1.000,347.880,3.382,1.000,1078.472
TCGA-DJ-A2PQ-01A,3.481,76.935,8.924,5.680,2.933,275.261,66.663,2.882,1.000,283.890,9.962,1.000,841.918
TCGA-DJ-A13P-01A,3.719,49.876,20.452,7.692,2.185,649.546,103.187,1.149,1.000,313.493,30.782,1.118,965.908
TCGA-EM-A2CL-01A,11.962,144.916,10.100,6.119,1.000,853.600,21.046,1.000,1.061,368.995,9.449,1.000,678.139
TCGA-EL-A3MW-01A,3.194,81.476,30.638,4.331,3.455,414.820,164.788,4.323,1.000,251.152,16.824,1.874,714.186
TCGA-J8-A3NZ-01A,5.937,62.042,25.289,10.667,12.204,139.093,132.833,1.374,1.643,357.667,18.217,1.508,934.509
TCGA-DE-A4MD-01A,1.237,5.146,5.943,1.000,1.000,63.053,41.230,1.000,1.000,329.949,2.169,1.029,746.999
TCGA-DJ-A3UY-01A,5.975,256.878,44.096,5.637,22.492,247.944,164.037,6.780,2.945,440.920,9.377,2.461,805.541
TCGA-ET-A25O-01A,1.150,34.912,7.316,1.763,1.570,196.252,23.496,1.000,1.000,310.238,6.597,1.000,872.979
TCGA-EL-A3ZM-01A,2.406,122.093,13.328,1.073,6.342,55.943,149.453,12.266,8.543,167.028,6.221,1.051,1574.076
TCGA-EM-A1YE-01A,13.817,86.889,12.742,1.825,1.109,555.313,75.435,1.000,1.000,221.277,20.621,1.000,628.481
TCGA-J8-A42S-01A,3.989,179.407,12.247,4.305,6.448,283.193,35.780,2.502,4.763,376.280,6.745,1.000,1015.880
TCGA-ET-A2MZ-01A,5.938,175.739,29.359,1.627,2.914,589.693,143.920,12.827,1.000,303.643,5.722,1.504,866.985
TCGA-CE-A3ME-01A,4.639,65.502,15.376,12.634,4.067,186.710,104.795,1.041,1.000,352.080,22.689,1.227,1140.473
TCGA-EM-A3AR-01A,4.163,174.803,18.084,9.087,9.787,241.922,68.309,1.930,2.756,289.690,9.965,1.011,1009.292
TCGA-FY-A3BL-01A,1.407,13.258,5.594,9.948,4.985,153.908,17.559,1.000,1.000,271.641,15.215,1.000,704.245
TCGA-EM-A3FM-01A,4.818,54.448,19.131,4.483,9.269,83.858,165.797,1.000,4.144,259.884,13.789,1.008,1254.741
TCGA-BJ-A4O8-01A,13.721,145.119,48.581,6.182,40.691,210.840,230.751,4.213,16.106,272.633,17.163,5.674,895.190
TCGA-H2-A3RI-01A,5.683,56.842,21.917,9.879,12.172,159.255,102.151,1.000,1.583,257.893,16.720,1.595,808.151
TCGA-ET-A3BQ-01B,5.047,183.238,20.461,6.289,4.863,536.203,151.625,4.358,1.748,302.725,15.343,1.681,912.060
TCGA-CE-A482-01A,5.811,202.962,31.494,2.225,6.441,401.603,157.703,9.810,1.954,261.004,9.775,2.820,778.620
TCGA-DJ-A4UT-01A,15.351,199.655,59.351,33.459,21.017,376.406,341.148,4.232,5.251,311.127,108.257,3.713,662.756
TCGA-BJ-A3PU-01A,8.080,27.431,11.958,1.908,7.677,71.973,108.396,1.000,7.350,270.902,9.386,1.052,1293.905
TCGA-ET-A25I-01A,21.864,29.451,14.901,10.712,1.261,369.763,95.460,1.000,1.000,113.367,30.618,1.017,322.855
TCGA-BJ-A2NA-01A,6.262,87.169,18.529,9.423,4.651,151.185,113.270,1.809,1.000,210.428,15.269,1.198,1064.707
TCGA-DJ-A3V0-01A,3.177,222.346,15.677,3.721,7.829,203.947,107.664,5.253,2.009,563.605,17.251,1.000,890.350
TCGA-DJ-A3VB-01A,5.890,61.009,15.621,5.592,5.966,108.848,90.265,1.549,1.505,197.118,21.480,1.000,1157.038
TCGA-DJ-A2PV-01A,4.691,193.506,38.314,6.697,11.218,766.140,215.280,12.151,1.508,353.255,17.683,4.133,687.611
TCGA-BJ-A3PR-01A,382.480,118.031,94.457,78.580,69.305,181.133,660.700,5.909,6.564,174.666,281.662,3.776,714.693
TCGA-EL-A3CR-01A,4.456,148.924,47.585,2.934,9.410,171.080,1012.300,1.543,7.464,234.265,12.421,2.226,680.730
TCGA-ET-A25N-01A,3.211,106.235,22.764,4.202,5.989,338.158,122.919,1.000,2.638,305.333,9.164,8.371,1368.836
TCGA-EM-A1CT-01A,3.588,36.399,30.651,2.519,8.567,158.606,111.217,1.000,1.073,175.402,7.214,1.692,583.822
TCGA-DE-A0Y3-01B,4.296,30.191,10.805,5.825,3.960,111.988,32.750,1.000,1.000,311.733,9.110,1.000,1003.141
TCGA-DJ-A2Q0-01A,1.229,48.867,7.520,1.000,1.339,352.498,52.396,1.000,1.538,73.086,5.403,1.000,196.932
TCGA-FE-A239-01A,25.278,84.516,4.822,1.000,1.865,445.347,37.824,1.000,1.000,114.147,6.892,1.624,768.400
TCGA-EM-A2CQ-01A,7.151,61.032,9.480,1.864,2.846,496.259,42.079,1.000,1.420,205.813,8.007,1.149,668.773
TCGA-EL-A3T6-01A,47.194,50.091,42.919,32.593,10.737,103.080,264.997,1.990,3.264,208.722,60.759,1.719,843.567
TCGA-DE-A4M8-01A,385.303,128.170,107.368,47.228,24.860,312.237,814.217,9.031,5.853,254.129,186.543,6.466,427.397
TCGA-J8-A3YH-01A,5.930,141.293,14.272,2.223,3.441,446.617,134.650,10.337,1.294,378.666,12.866,1.553,804.046
TCGA-FE-A235-01A,15.480,172.968,19.834,7.305,6.268,384.485,156.021,5.351,4.402,408.841,17.305,2.788,1946.338
TCGA-FE-A233-01A,2.559,74.893,10.168,2.304,4.304,243.081,70.985,1.000,1.199,188.171,7.916,1.000,1039.222
TCGA-EM-A4FN-01A,2.548,45.767,21.137,2.768,10.851,133.657,150.973,1.229,1.264,291.940,9.028,1.231,784.620
TCGA-ET-A39N-01A,6.329,61.798,14.365,1.618,1.341,821.018,82.993,1.000,1.000,118.154,23.735,2.029,1312.005
TCGA-ET-A4KN-01A,289.891,136.414,23.782,8.093,3.907,69.894,817.274,25.633,1.044,603.054,153.447,8.230,1846.712
TCGA-BJ-A3EZ-01A,2.642,46.709,15.823,4.902,8.486,95.644,52.365,1.451,1.043,223.220,12.825,1.000,760.925
TCGA-DJ-A3UR-01A,2.630,72.494,20.136,2.737,3.002,509.843,100.475,2.824,1.000,337.199,16.294,1.238,839.061
TCGA-FE-A236-01A,3.747,78.573,10.353,5.632,2.262,346.015,71.686,3.326,1.000,245.148,20.551,1.000,881.781
TCGA-ET-A2N4-01A,5.285,65.905,27.308,3.107,1.857,698.284,161.873,7.485,1.000,311.591,12.878,1.835,713.676
