,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-KK-A7B0-01A,38.645,120.977,20.362,5.900,9.057,95.934,234.376,89.599,1.763,1220.617,38.401,1.356,1026.037
TCGA-G9-A9S0-01A,18.632,49.173,14.421,7.942,8.484,38.969,91.917,10.078,1.437,270.159,15.710,1.000,1125.072
TCGA-CH-5769-01A,14.186,89.061,9.464,4.188,10.037,65.936,97.306,7.566,1.362,558.144,12.741,2.065,826.237
TCGA-YL-A8SK-01B,8.362,113.287,12.425,15.361,6.402,89.582,162.806,33.554,1.000,1479.030,31.050,2.124,945.404
TCGA-EJ-7786-01A,12.905,108.172,15.103,4.137,3.442,64.556,113.306,40.242,1.639,785.630,6.517,3.150,584.595
TCGA-VP-A875-01A,7.677,31.457,3.899,1.000,1.574,22.274,20.028,3.770,1.000,168.582,4.186,1.000,633.051
TCGA-EJ-A46D-01A,13.773,68.946,13.159,7.399,7.656,76.820,74.669,26.883,1.000,1385.794,8.889,1.762,623.210
TCGA-J4-A67L-01A,21.099,93.685,13.151,8.856,12.898,49.217,241.878,44.460,1.000,794.726,33.657,1.000,1196.282
TCGA-G9-6363-01A,37.968,86.529,14.009,4.795,17.393,58.056,58.773,9.814,1.000,906.016,10.663,1.000,787.392
TCGA-HC-A9TE-01A,30.460,104.989,28.423,6.882,10.407,86.146,124.381,18.811,1.686,289.973,18.158,1.000,400.796
TCGA-J4-A6G3-01A,21.059,121.324,47.567,16.596,19.055,114.632,207.318,36.779,4.528,672.636,27.923,2.310,888.491
TCGA-KK-A7B3-01A,21.079,167.393,28.140,9.000,13.647,143.685,181.832,31.388,2.664,646.457,28.571,2.509,651.199
TCGA-YL-A8HJ-01A,8.416,244.368,27.308,10.226,11.491,105.643,171.423,80.160,2.259,1572.153,24.284,2.072,333.623
TCGA-ZG-A9NI-01A,5.066,192.848,6.846,1.707,2.962,117.912,123.250,33.511,1.110,1297.259,4.019,1.000,335.168
TCGA-VN-A88R-01A,45.259,48.533,12.659,1.236,1.788,162.152,217.987,38.981,1.000,467.278,6.196,1.304,827.411
TCGA-EJ-5530-01A,12.478,130.128,13.169,4.286,10.032,95.218,73.243,30.048,1.225,528.716,9.640,1.220,747.499
TCGA-HC-7752-01A,16.674,14.123,2.284,1.000,1.000,39.871,25.955,17.447,1.000,311.615,3.617,1.000,282.425
TCGA-EJ-5521-01A,32.471,62.373,10.619,5.110,6.336,74.168,94.583,14.382,1.247,813.851,9.279,1.000,1069.246
TCGA-YL-A9WX-01A,36.569,112.234,26.808,12.281,13.347,93.994,121.628,41.564,2.898,871.380,12.329,2.773,601.603
TCGA-KK-A6E5-01A,30.923,76.726,10.166,3.617,5.174,75.271,102.452,12.403,1.000,533.788,12.524,1.000,749.914
TCGA-TP-A8TT-01A,17.370,119.722,69.318,24.851,17.714,75.533,195.752,29.244,2.783,427.099,34.947,2.473,613.046
TCGA-KK-A7AY-01A,10.646,36.134,3.067,3.240,3.522,21.236,65.834,2.319,1.000,364.542,10.403,1.000,870.655
TCGA-HC-7213-01A,11.341,127.480,21.211,4.722,10.852,69.315,118.203,16.875,2.448,365.343,6.451,2.747,925.150
TCGA-EJ-5517-01A,24.093,84.427,23.081,6.268,8.105,55.533,65.805,18.825,1.320,950.983,16.432,1.055,658.096
TCGA-CH-5751-01A,72.701,60.799,82.581,44.403,22.935,150.456,369.063,5.152,6.531,109.104,79.657,2.431,289.995
TCGA-HC-7820-01A,19.436,41.628,8.720,7.344,2.145,47.402,68.421,14.180,1.000,758.843,10.666,1.000,840.021
TCGA-J4-A6G1-01A,207.718,308.317,101.887,24.209,46.230,92.558,253.778,46.631,8.813,1069.991,94.318,2.880,632.456
TCGA-EJ-5503-01A,18.352,155.512,28.320,8.993,11.413,85.822,109.570,62.447,1.594,1361.585,12.546,2.897,660.156
TCGA-YL-A8SA-01A,37.856,16.996,5.552,1.796,3.532,46.186,43.341,6.970,1.000,123.160,2.787,1.000,895.659
TCGA-TP-A8TV-01A,19.286,40.324,3.881,1.507,1.000,62.484,35.877,14.395,1.000,131.985,3.236,1.000,696.155
TCGA-ZG-A9LM-01A,8.065,106.957,7.503,2.702,2.376,21.712,101.226,5.406,1.000,333.906,6.327,1.000,342.144
TCGA-J4-A6M7-01A,6.862,110.816,6.014,3.352,2.810,70.365,39.464,30.751,1.000,892.233,5.335,1.000,823.664
TCGA-ZG-A9M4-01A,16.216,56.462,27.997,21.928,13.908,53.811,173.455,4.457,1.884,216.822,75.015,1.082,462.980
TCGA-CH-5745-01A,17.426,181.942,25.685,9.979,13.466,84.123,144.289,38.815,5.865,706.648,29.657,2.312,703.798
TCGA-KK-A8IG-01A,7.443,128.546,10.047,5.441,5.464,123.187,108.212,52.949,2.497,1019.686,8.486,2.074,469.584
TCGA-HC-7821-01A,15.451,69.575,29.292,4.244,7.182,97.723,236.521,4.255,1.000,227.047,8.192,3.651,612.388
TCGA-QU-A6IM-01A,15.421,23.820,6.481,11.049,3.706,45.944,129.478,10.201,1.000,1766.299,50.138,1.000,1547.271
TCGA-ZG-A8QZ-01A,14.543,199.481,20.457,7.597,13.520,67.885,186.500,35.121,1.000,1031.160,20.883,1.341,657.794
TCGA-HC-8261-01A,13.213,51.378,17.945,6.609,6.292,45.928,164.666,12.364,1.403,475.660,18.333,1.570,786.197
TCGA-EJ-8469-01A,8.777,69.239,15.964,5.754,9.491,78.767,69.838,9.550,2.044,294.006,8.423,1.405,663.575
TCGA-2A-A8W3-01A,13.540,46.343,7.721,4.338,5.135,113.617,77.125,48.483,1.000,460.683,7.407,1.000,351.543
TCGA-J9-A8CL-01A,10.834,193.280,20.115,3.854,7.563,92.436,207.421,32.243,1.218,509.395,14.595,2.386,490.137
TCGA-KK-A7AQ-01A,19.360,55.326,5.898,2.221,2.619,82.778,67.899,21.875,1.000,416.215,8.825,1.000,609.108
TCGA-EJ-A65D-01A,77.076,16.183,1.000,4.258,1.000,30.716,16.078,4.051,1.000,115.939,1.657,1.000,1160.042
TCGA-EJ-5519-01A,26.678,75.509,13.809,2.827,4.190,216.635,121.869,1.000,1.382,398.655,6.356,1.637,722.015
TCGA-HC-7737-01A,21.049,140.392,43.274,11.356,10.853,146.731,181.567,28.041,1.554,578.689,22.373,1.777,835.204
TCGA-ZG-A9LY-01A,12.921,71.827,15.734,8.018,7.875,105.338,157.680,73.310,1.111,760.546,8.422,1.676,606.478
TCGA-EJ-A7NF-01A,11.146,22.617,4.334,3.281,2.359,23.093,35.449,6.790,1.000,480.657,4.755,1.000,639.547
TCGA-KK-A6E3-01A,45.988,142.564,11.776,5.011,6.722,79.921,224.041,69.258,1.720,2850.887,38.476,1.643,1009.604
TCGA-KK-A7AW-01A,40.303,26.146,9.822,4.672,4.701,59.477,167.503,44.168,1.007,699.398,24.754,1.000,1143.377
TCGA-FC-A4JI-01A,12.548,12.413,6.550,8.312,1.269,45.433,62.403,1.103,1.538,22.366,26.309,1.171,798.899
TCGA-ZG-A9LN-01A,73.278,168.754,48.535,32.550,28.397,61.467,152.378,47.771,2.406,1229.596,81.618,1.687,642.291
TCGA-HC-8260-01A,12.373,95.722,13.187,5.049,8.248,98.595,73.394,16.462,1.000,506.220,10.105,1.681,609.594
TCGA-XJ-A83G-01A,22.777,20.903,5.536,2.810,2.077,55.072,59.605,68.035,1.000,451.944,5.277,1.000,945.408
TCGA-KK-A8IL-01A,15.750,73.622,35.781,17.489,12.036,69.665,235.265,17.776,4.045,472.183,41.906,1.727,876.267
TCGA-J9-A8CM-01A,13.422,169.060,18.148,3.685,5.309,81.152,184.244,132.683,1.552,1705.265,6.763,1.405,516.587
TCGA-EJ-7781-01A,20.952,129.697,27.607,7.491,14.137,58.734,142.544,36.919,6.644,751.905,9.797,6.033,588.999
TCGA-V1-A9OH-01A,17.416,69.420,10.882,4.242,4.401,68.075,132.885,16.215,1.000,767.399,11.343,1.000,503.130
TCGA-WW-A8ZI-01A,9.122,65.883,8.628,2.845,1.490,68.069,57.821,18.803,1.000,121.694,9.961,1.041,571.250
TCGA-XK-AAJP-01A,22.408,33.220,12.699,1.934,3.156,47.956,128.948,7.087,1.000,147.307,4.298,1.908,813.891
TCGA-CH-5754-01A,41.698,93.973,37.950,17.315,11.130,233.267,342.706,17.343,3.233,349.587,42.143,2.697,883.956
TCGA-2A-A8VV-01A,18.407,55.607,4.644,2.701,2.213,93.279,29.807,24.155,1.000,1335.413,5.298,1.000,787.049
TCGA-V1-A8MG-01A,14.098,104.894,16.567,9.853,3.012,114.531,130.257,9.575,1.000,854.998,22.266,1.000,569.602
TCGA-EJ-A65B-01A,53.724,96.418,7.348,2.028,5.418,149.716,133.958,23.940,1.121,1511.008,5.688,1.000,1183.505
TCGA-HC-8262-01A,19.388,41.868,7.853,8.212,4.712,49.592,50.016,5.515,1.000,385.123,4.593,1.000,811.062
TCGA-J4-A83K-01A,9.422,89.943,8.703,4.095,5.907,59.713,60.648,33.747,1.000,1697.974,5.136,1.362,632.394
TCGA-KK-A8I8-01A,20.750,67.206,19.715,6.284,5.300,46.891,107.830,6.140,1.277,389.259,9.516,1.000,800.463
TCGA-EJ-5495-01A,15.181,171.481,37.669,13.938,15.258,201.887,161.909,22.404,2.041,1028.523,20.138,2.051,412.569
TCGA-V1-A8MU-01A,42.405,197.165,27.213,15.953,9.537,194.960,198.454,138.192,2.502,1863.113,51.225,2.627,863.112
TCGA-YL-A8SP-01B,41.844,66.754,4.892,3.540,1.213,122.406,44.409,12.834,1.000,209.298,1.886,1.000,531.452
TCGA-EJ-7312-01B,25.187,36.458,5.834,3.455,2.919,67.628,115.049,29.830,1.000,716.823,6.942,1.000,960.667
TCGA-G9-6378-01A,10.626,204.015,10.131,3.054,2.247,49.346,85.094,50.936,1.000,1410.106,10.283,1.000,467.249
TCGA-G9-7523-01A,6.798,360.767,32.042,8.279,11.273,187.848,211.279,121.886,1.296,2229.195,30.561,1.415,301.773
TCGA-G9-6364-01A,12.802,177.033,11.158,7.187,3.637,68.327,97.375,51.535,1.000,1939.876,14.065,1.000,620.557
TCGA-HC-A8CY-01A,21.735,31.206,20.681,8.986,8.346,33.661,177.931,38.291,1.718,172.757,21.122,1.168,747.806
TCGA-G9-A9S4-01A,6.932,18.293,4.147,2.528,1.881,29.204,55.829,4.786,1.000,224.651,4.932,1.000,576.603
TCGA-VP-A87H-01A,15.087,72.210,10.184,3.216,4.412,47.241,74.765,23.951,1.900,438.903,9.182,1.000,1071.893
TCGA-YL-A9WI-01A,13.881,75.480,8.716,1.623,2.476,22.356,68.321,9.772,1.000,127.117,4.031,1.000,726.837
TCGA-VP-A87D-01A,13.706,39.784,8.610,3.796,3.268,53.034,61.653,8.446,1.000,445.924,6.762,1.000,734.627
TCGA-KK-A6E2-01A,13.955,57.615,12.523,4.206,8.119,44.310,51.190,17.607,1.000,131.596,7.171,1.000,569.004
TCGA-YL-A8SH-01B,12.420,47.479,9.587,4.030,5.548,98.172,80.139,9.510,1.000,893.625,5.523,1.000,643.505
TCGA-EJ-7318-01B,21.859,68.060,12.102,4.217,6.026,67.014,202.505,21.425,2.739,1568.846,12.544,1.095,1030.384
TCGA-HC-7740-01B,15.879,360.672,89.096,14.960,16.180,53.794,128.476,13.495,11.656,1267.022,20.807,17.340,141.568
TCGA-HC-7075-01A,20.989,55.191,19.927,2.055,4.636,31.721,47.074,14.528,1.612,162.610,4.162,1.411,630.355
TCGA-HC-A6HX-01A,11.677,89.997,5.224,4.755,8.688,66.395,106.027,16.655,1.000,2107.974,19.384,1.000,1324.515
TCGA-J4-A67T-01A,16.024,52.356,10.429,6.780,4.083,43.163,63.583,11.051,8.033,782.267,8.358,2.430,701.526
TCGA-CH-5739-01A,17.193,190.207,25.442,6.912,8.844,100.057,154.687,18.633,3.348,710.242,17.706,2.897,633.082
TCGA-ZG-A9L1-01A,4.232,196.383,2.594,2.305,1.635,76.579,47.175,17.354,1.000,581.421,2.807,1.000,567.543
TCGA-EJ-7325-01B,40.884,60.666,3.555,1.273,2.144,36.180,63.013,22.461,1.000,444.888,3.710,1.000,1332.053
TCGA-KK-A5A1-01A,6.908,105.402,16.123,3.645,5.610,38.779,206.876,15.392,1.000,187.191,8.580,1.413,462.203
TCGA-EJ-5504-01A,20.925,134.404,14.645,3.645,6.374,125.641,139.421,18.823,3.742,579.652,10.643,1.826,570.671
TCGA-EJ-7314-01A,8.571,44.662,6.955,5.488,4.785,61.697,46.376,7.407,1.000,287.151,6.436,1.000,723.469
TCGA-J4-A83J-01A,21.854,82.119,17.072,5.370,7.661,52.468,173.840,79.521,1.363,195.353,18.661,2.132,1448.417
TCGA-HC-7080-01A,15.083,22.307,7.178,1.479,2.268,153.600,88.923,113.835,1.000,77.375,5.988,1.000,857.316
TCGA-EJ-5501-01A,14.172,88.205,12.172,6.458,8.705,73.685,101.722,27.570,1.000,750.765,11.529,1.000,705.282
TCGA-HC-8213-01A,22.046,19.435,3.670,1.902,1.593,31.163,24.927,4.073,1.000,243.105,2.196,1.000,666.296
TCGA-HC-7744-01A,18.926,57.799,7.316,2.137,13.829,74.814,47.000,19.472,1.000,280.992,7.741,1.000,832.802
TCGA-XK-AAK1-01A,15.603,37.242,10.435,3.745,2.108,68.586,124.710,59.487,1.000,110.131,5.582,1.000,1033.330
TCGA-HC-7747-01A,15.250,69.106,24.104,10.543,11.134,70.088,172.111,12.538,1.787,540.918,28.662,1.379,740.232
TCGA-ZG-A8QW-01A,12.393,120.507,26.737,8.934,10.449,74.601,225.813,10.675,1.839,945.068,18.747,1.288,785.286
TCGA-CH-5746-01A,12.017,59.346,7.629,4.039,4.690,36.192,45.442,9.812,1.000,569.734,4.105,2.225,569.499
TCGA-G9-6384-01A,15.139,79.033,16.180,8.277,6.521,142.828,102.190,35.670,1.000,807.735,12.985,1.000,647.565
TCGA-G9-6367-01A,11.329,79.893,10.440,4.648,5.104,70.961,76.431,40.390,1.000,2682.908,12.337,1.000,548.180
TCGA-YL-A8HO-01A,14.686,230.835,32.606,8.226,13.033,112.155,318.187,59.723,1.900,1028.237,24.144,5.480,454.834
TCGA-KK-A6DY-01A,17.526,67.088,19.478,9.831,8.205,44.652,140.488,14.787,1.836,450.675,15.437,2.186,791.463
TCGA-KK-A6E0-01A,25.813,40.162,9.723,2.327,4.040,138.644,77.596,8.017,1.000,205.637,9.542,1.046,902.125
TCGA-CH-5767-01A,20.820,47.047,4.687,1.138,1.722,39.085,28.931,9.802,1.000,449.314,1.683,1.000,629.538
TCGA-CH-5740-01A,18.373,76.388,16.163,9.642,13.761,38.929,81.867,19.327,1.405,329.841,15.237,1.099,736.678
TCGA-KK-A7B2-01A,27.527,94.702,31.834,10.966,12.821,124.275,266.926,106.952,3.007,1273.620,32.098,2.151,969.004
TCGA-HC-8266-01A,27.663,138.729,113.347,45.313,25.742,119.927,441.748,21.259,3.511,819.667,92.739,5.727,574.230
TCGA-KC-A4BV-01A,14.779,312.439,23.037,12.153,8.611,92.974,173.723,57.159,1.238,645.134,37.583,2.159,413.157
TCGA-XJ-A9DI-01A,8.913,129.970,45.686,25.160,13.282,162.188,407.875,41.590,1.000,988.142,35.303,3.605,721.869
TCGA-HC-A4ZV-01A,31.838,167.794,42.709,9.528,7.823,50.518,187.901,44.829,1.306,262.389,29.279,1.833,436.801
TCGA-HI-7169-01A,3.084,60.523,3.028,1.968,1.000,41.668,18.312,24.422,1.000,3584.368,3.125,1.000,210.971
TCGA-G9-7509-01A,16.560,69.189,6.738,4.232,2.004,64.720,35.483,12.816,1.000,1087.114,7.076,1.000,820.949
TCGA-KC-A7FE-01A,9.121,195.136,13.274,3.496,7.747,135.367,101.722,105.001,2.047,2541.929,12.938,1.499,582.186
TCGA-XK-AAJA-01A,17.038,42.138,6.877,2.677,3.798,66.176,52.696,39.640,1.000,192.322,6.751,1.432,661.451
TCGA-G9-7521-01A,17.343,102.776,55.572,20.355,8.668,73.712,262.806,64.163,1.673,435.019,28.197,1.316,599.966
TCGA-EJ-A8FN-01A,14.362,101.682,16.189,6.100,8.684,66.364,116.893,33.096,4.526,706.933,10.557,1.720,518.841
TCGA-EJ-5499-01A,16.770,70.566,18.538,7.751,15.158,54.446,135.168,22.510,1.000,509.301,17.073,1.000,734.638
TCGA-EJ-A46F-01A,30.345,15.634,2.139,7.339,2.424,26.108,39.031,16.649,1.000,213.778,3.322,1.000,1224.517
TCGA-EJ-8470-01A,32.809,111.788,77.908,20.147,24.699,54.695,338.520,10.144,2.854,206.559,41.349,3.256,691.410
TCGA-FC-7961-01A,17.563,282.464,30.349,8.164,6.555,109.291,218.364,34.891,1.000,1123.116,8.633,1.932,868.818
TCGA-YL-A8HK-01A,16.876,117.235,24.270,8.304,10.272,134.700,110.941,25.054,2.203,1347.110,9.272,2.476,827.442
TCGA-HC-7748-01A,15.124,167.904,33.482,9.107,9.222,86.396,171.505,44.613,3.554,727.472,11.851,4.251,715.931
TCGA-G9-7522-01A,12.503,104.515,11.582,7.152,7.210,123.545,88.573,27.270,1.204,1216.441,14.722,1.000,604.159
TCGA-CH-5752-01A,36.472,77.454,14.416,4.254,3.861,150.423,91.840,5.465,1.749,389.095,4.865,2.119,541.132
TCGA-KK-A7AP-01A,12.686,36.284,4.151,2.760,1.187,32.206,71.676,6.121,1.000,194.457,5.267,1.000,588.008
TCGA-KK-A6E4-01A,22.141,51.350,4.842,3.546,3.757,34.101,65.947,29.357,1.058,732.412,14.012,1.024,1097.069
TCGA-HC-A632-01A,43.610,196.791,47.618,7.490,16.710,67.906,187.094,45.173,2.047,466.486,21.378,1.917,408.194
TCGA-EJ-7321-01A,19.971,52.694,27.012,8.215,13.260,39.699,77.558,7.034,1.483,310.950,21.156,1.000,601.652
TCGA-EJ-A8FU-01A,9.414,164.020,19.298,7.208,8.128,99.467,122.717,53.802,3.780,2465.415,16.566,3.689,519.337
TCGA-EJ-5518-01A,21.655,140.355,26.084,3.965,9.037,302.049,194.204,48.404,2.514,651.572,11.925,1.865,632.607
TCGA-EJ-5524-01A,11.405,127.808,41.471,11.617,13.572,90.529,185.523,25.553,1.625,773.933,14.997,2.417,509.980
TCGA-J4-8198-01A,16.481,181.369,17.023,3.685,5.771,70.503,68.097,23.906,1.174,851.498,5.764,1.033,523.252
TCGA-KK-A8IM-01A,11.174,113.504,20.424,10.001,11.700,57.882,130.141,10.187,2.211,906.526,16.585,1.642,633.552
TCGA-CH-5748-01A,20.415,51.070,10.600,4.558,5.670,48.398,65.176,7.736,1.041,496.442,10.133,1.000,707.602
TCGA-VP-A87J-01A,12.209,62.479,8.962,1.890,2.668,46.092,67.897,5.502,1.000,228.835,3.829,1.076,1008.624
TCGA-HC-7231-01A,25.493,72.118,43.800,10.446,10.435,61.394,101.076,11.078,1.686,234.888,15.316,1.224,714.248
TCGA-2A-A8W1-01A,9.344,5.543,3.986,1.763,1.287,21.067,37.523,5.407,1.162,40.925,2.714,1.830,677.008
TCGA-G9-6354-01A,20.438,24.540,4.416,6.200,1.330,40.301,44.133,10.599,1.000,559.486,7.557,1.000,912.638
TCGA-EJ-A7NK-01A,13.528,44.093,6.045,4.521,7.883,70.048,48.962,16.335,1.000,1581.603,12.086,1.337,725.255
TCGA-KK-A8I5-01A,21.074,83.982,6.923,2.346,2.961,66.016,44.440,11.520,1.000,632.021,5.267,1.000,1013.350
TCGA-VP-A876-01A,25.738,36.207,5.003,5.997,2.618,38.333,35.953,8.315,1.000,503.414,7.070,1.000,902.724
TCGA-YJ-A8SW-01A,9.320,59.650,9.436,1.989,2.532,24.723,62.261,4.685,1.000,205.348,4.527,1.000,862.189
TCGA-G9-6365-01A,8.432,143.697,9.426,6.353,4.111,102.477,89.107,21.979,1.000,1587.484,17.874,1.000,676.217
TCGA-2A-A8VO-01A,13.078,57.738,9.528,3.021,2.581,41.475,55.407,16.617,1.828,658.597,5.676,1.314,627.049
TCGA-EJ-7789-01A,17.275,23.292,10.878,1.146,4.203,71.076,74.335,20.944,1.000,81.675,6.477,1.389,411.122
TCGA-V1-A8WN-01A,14.375,61.957,14.002,8.706,4.792,70.415,79.696,33.720,1.109,1500.400,16.109,1.272,729.811
TCGA-G9-6343-01A,13.491,30.332,3.334,1.588,1.102,46.006,61.621,11.940,1.000,975.549,5.461,1.000,587.726
TCGA-EJ-7327-01A,7.950,189.976,26.477,6.152,10.587,73.343,159.738,19.406,1.805,877.660,8.527,1.716,693.731
TCGA-XK-AAIV-01A,40.975,185.179,103.553,21.708,24.556,100.511,416.392,43.147,7.340,454.362,31.380,3.815,1155.216
TCGA-M7-A720-01A,11.808,55.891,14.094,5.392,8.984,45.385,73.837,11.545,1.000,1874.628,8.289,1.000,642.591
TCGA-V1-A9ZR-01A,25.616,259.541,33.390,8.652,12.283,94.069,311.293,28.301,3.488,2114.815,20.040,3.497,498.271
TCGA-EJ-8468-01A,16.697,223.287,37.609,8.223,20.608,87.167,187.779,74.127,5.314,634.161,15.997,5.602,592.705
TCGA-ZG-A9N3-01A,38.474,19.050,14.590,6.531,8.648,32.732,54.105,3.393,1.000,876.369,19.971,1.000,548.865
TCGA-X4-A8KS-01A,11.394,31.214,5.203,3.263,1.493,22.729,45.225,21.861,1.000,646.021,8.402,1.000,362.018
TCGA-KK-A59V-01A,63.802,76.963,81.878,72.886,15.233,55.984,544.844,28.101,6.706,142.025,216.845,2.501,599.943
TCGA-V1-A9OY-01A,26.843,132.983,29.242,10.971,8.918,140.806,102.023,34.176,1.000,803.383,12.539,1.318,822.620
TCGA-QU-A6IP-01A,15.959,55.791,5.958,4.566,3.392,38.248,58.513,17.680,1.000,1245.982,9.607,1.000,891.783
TCGA-HC-7077-01A,25.483,34.212,6.174,3.312,1.467,26.079,29.559,3.742,1.000,110.700,3.976,1.000,832.032
TCGA-EJ-7123-01A,17.343,59.222,9.111,2.645,3.600,98.624,73.350,25.626,1.000,403.607,4.962,1.000,809.912
TCGA-YL-A8HM-01A,14.709,54.310,20.740,19.730,6.099,39.894,218.150,6.779,1.485,145.483,37.106,1.431,736.571
TCGA-M7-A721-01A,40.327,86.886,13.099,4.384,5.487,113.749,100.096,27.532,1.000,708.984,7.784,1.000,665.509
TCGA-V1-A8WL-01A,38.772,131.965,29.513,10.257,5.964,72.861,86.988,36.983,1.774,944.986,22.130,1.961,724.995
TCGA-KK-A7AV-01A,45.905,145.474,52.760,17.236,12.804,149.718,299.946,64.402,1.659,413.790,32.452,2.766,753.545
TCGA-G9-6370-01A,8.152,134.757,19.528,9.527,12.001,95.670,106.653,31.544,1.000,1504.522,14.658,1.000,678.512
TCGA-EJ-5514-01A,17.799,215.817,46.983,4.583,14.449,96.290,235.483,32.212,2.299,309.938,10.065,3.459,551.694
TCGA-VP-A87K-01A,12.800,37.593,10.916,9.626,3.705,56.111,90.768,9.205,1.000,212.151,11.534,1.000,913.280
TCGA-ZG-A9MC-01A,50.390,259.381,77.707,19.153,31.005,112.623,277.007,20.956,1.415,759.613,52.809,2.801,776.811
TCGA-KC-A7FA-01A,32.605,65.856,8.927,3.554,3.209,50.160,101.323,34.891,1.000,619.050,8.829,1.000,649.958
TCGA-HC-7736-01A,39.252,116.089,36.289,5.944,7.212,130.107,126.054,20.723,4.177,583.348,7.749,3.218,743.439
TCGA-ZG-A9ND-01A,12.866,35.330,4.629,5.334,1.559,72.906,57.420,51.590,1.000,140.758,8.898,1.000,726.419
TCGA-VN-A88O-01A,12.141,55.830,13.291,5.691,1.715,50.370,95.691,13.581,1.000,398.726,15.981,1.070,564.270
TCGA-G9-6494-01A,12.404,100.953,8.377,2.052,2.575,57.864,58.151,22.590,1.000,645.577,6.373,1.000,699.264
TCGA-EJ-5515-01A,9.363,70.998,8.984,7.038,4.900,34.851,54.770,15.796,1.610,1570.163,7.982,1.217,475.236
TCGA-V1-A8WW-01A,12.158,59.124,9.214,2.326,3.888,65.604,66.779,6.879,1.000,368.066,11.321,1.000,726.882
TCGA-EJ-7218-01B,20.071,52.235,9.409,1.196,4.040,41.344,62.014,22.133,1.308,335.289,7.984,1.062,746.658
TCGA-V1-A9OQ-01A,17.874,46.156,5.999,5.470,2.241,95.129,52.976,40.218,1.000,685.768,13.613,1.000,624.966
TCGA-V1-A8MK-01A,14.514,61.618,9.276,6.429,4.184,108.795,49.723,15.432,1.000,2017.582,11.639,1.000,645.023
TCGA-EJ-7793-01A,12.398,26.555,7.414,4.676,2.932,70.010,35.579,5.494,1.000,1176.891,6.751,1.000,617.929
TCGA-G9-7510-01A,16.683,122.368,14.091,3.365,5.306,142.259,125.355,17.717,1.231,1071.523,7.064,1.036,716.847
TCGA-J4-A67R-01A,32.847,100.295,10.177,3.732,12.078,84.593,109.872,35.817,1.164,2235.291,16.561,1.078,963.855
TCGA-J4-A83L-01A,12.691,88.426,7.006,1.979,2.699,57.351,50.260,34.210,2.824,1184.967,3.448,3.985,589.801
TCGA-H9-A6BX-01A,9.579,191.945,24.016,5.865,11.588,94.191,178.409,50.378,1.691,4283.248,21.291,2.483,413.477
TCGA-CH-5790-01A,22.647,43.525,14.215,3.606,5.518,42.154,63.736,12.585,6.128,235.609,5.088,1.953,793.199
TCGA-HC-8259-01A,40.160,38.828,4.293,4.535,2.890,34.679,35.713,4.588,1.000,1004.873,4.336,1.000,867.789
TCGA-ZG-A9L6-01A,8.115,186.474,15.491,3.310,8.430,207.275,168.664,50.121,1.114,1211.728,16.816,1.799,355.596
TCGA-VN-A88Q-01A,6.789,51.523,9.348,3.353,8.296,89.698,56.768,33.849,1.000,352.058,5.230,1.000,776.791
TCGA-KC-A4BN-01A,20.019,27.575,6.836,5.439,1.713,42.024,35.625,12.528,1.000,539.609,7.206,1.000,740.704
TCGA-J9-A52D-01A,16.959,17.523,3.472,1.000,1.000,22.738,31.268,5.959,1.000,62.882,2.689,1.000,1139.421
TCGA-HC-7209-01A,18.236,67.381,11.519,5.691,8.923,82.135,71.752,29.425,1.000,280.418,8.687,1.247,745.742
TCGA-CH-5750-01A,39.554,59.955,31.403,17.238,10.446,70.921,145.029,5.908,3.238,212.921,28.213,2.223,601.185
TCGA-G9-6356-01A,12.783,200.545,19.782,14.632,8.133,119.854,178.722,75.031,1.000,902.657,27.989,1.308,668.892
TCGA-ZG-A9KY-01A,23.647,48.017,21.866,39.432,7.873,63.291,406.923,4.195,1.497,146.552,116.884,1.000,379.683
TCGA-HC-7078-01A,10.427,45.524,14.705,3.711,3.156,121.769,145.251,28.800,1.530,311.286,9.831,1.606,434.099
TCGA-V1-A9ZI-01A,9.911,114.456,12.970,3.040,3.585,125.934,217.630,15.481,1.000,493.861,9.596,1.554,419.180
TCGA-HC-7211-01A,16.000,56.117,20.803,2.569,8.662,88.197,85.920,37.666,15.125,254.235,5.028,3.437,670.744
TCGA-HC-7232-01A,16.309,87.576,8.998,4.668,3.323,148.040,109.862,15.990,1.000,862.487,9.403,1.000,575.575
TCGA-EJ-A7NJ-01A,22.049,67.506,15.077,12.670,8.305,46.810,80.498,6.606,1.000,683.970,16.729,1.000,669.867
TCGA-2A-AAYF-01A,17.613,57.983,5.816,2.325,2.363,46.644,59.679,27.286,2.923,513.782,3.516,1.000,860.474
TCGA-KK-A8I7-01A,26.379,72.849,17.563,6.224,14.545,263.380,187.269,42.840,5.162,1078.512,14.329,2.499,705.833
TCGA-KK-A7B1-01A,16.847,111.098,9.596,3.586,4.126,197.788,68.819,45.380,1.296,1030.030,7.991,1.096,1012.099
TCGA-HC-A6HY-01A,15.557,45.691,3.995,5.762,3.095,51.651,63.800,34.462,1.000,637.270,17.651,1.000,942.795
