,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-78-7537-01A,101.029,357.362,30.130,9.296,8.224,154.756,204.968,42.756,1.390,62.355,22.815,1.528,831.214
TCGA-73-4662-01A,74.464,248.620,128.202,17.953,29.879,87.983,467.518,36.692,28.613,112.321,29.756,5.510,1430.852
TCGA-62-8398-01A,36.741,209.345,87.552,7.701,21.857,143.133,408.152,21.904,8.865,76.538,50.196,18.331,2044.629
TCGA-49-AAQV-01A,48.218,137.999,53.286,10.128,11.678,66.721,235.566,45.912,4.720,74.662,23.173,73.291,933.334
TCGA-55-8621-01A,120.034,376.635,196.223,14.420,28.823,187.627,2150.088,160.947,18.968,371.868,121.205,28.780,574.558
TCGA-53-7626-01A,77.206,455.547,188.068,36.968,50.538,171.121,842.424,213.184,20.219,201.992,113.091,22.213,493.784
TCGA-44-7669-01A,39.480,243.158,115.193,18.356,21.955,187.415,827.178,24.917,11.455,78.348,40.483,18.422,1180.503
TCGA-93-8067-01A,19.375,133.017,30.404,3.407,8.079,92.502,302.302,12.226,4.132,119.895,43.295,4.611,1586.886
TCGA-97-A4M2-01A,67.297,204.677,112.333,21.163,39.262,131.799,1422.405,152.174,14.476,159.395,86.456,64.081,397.772
TCGA-05-4425-01A,13.950,270.495,148.615,9.911,39.646,61.072,716.312,102.148,10.402,174.580,30.964,6.090,1370.895
TCGA-69-7763-01A,43.220,489.660,89.269,6.263,10.246,139.587,387.418,16.988,2.779,219.107,20.419,11.178,1323.685
TCGA-86-8056-01A,33.546,190.375,108.674,9.737,30.383,92.496,515.578,65.637,8.730,100.644,24.348,35.526,1172.526
TCGA-50-5931-01A,14.122,355.352,17.295,11.124,2.407,107.356,70.165,9.275,1.169,280.074,8.232,1.000,941.625
TCGA-55-8512-01A,15.427,119.767,43.203,14.041,6.302,109.973,242.748,24.147,16.480,222.316,40.612,70.885,1069.420
TCGA-75-7025-01A,47.065,467.964,66.759,13.173,36.862,93.473,194.980,64.818,14.570,197.236,27.664,4.868,824.324
TCGA-50-5930-01A,205.426,812.034,78.254,22.337,10.747,195.888,539.221,8.902,7.768,147.064,60.679,5.669,1022.249
TCGA-75-6214-01A,5.511,256.655,15.222,4.330,2.494,31.619,95.047,4.324,1.000,45.730,10.402,5.076,1173.658
TCGA-L9-A743-01A,138.274,597.293,160.934,29.634,38.820,199.236,800.838,86.146,15.918,152.355,80.004,19.205,1182.796
TCGA-50-5939-01A,108.217,516.945,109.214,4.282,16.007,139.400,777.007,36.038,10.287,124.966,23.095,12.306,2102.100
TCGA-78-7161-01A,30.581,244.538,29.462,4.591,2.742,182.488,86.873,3.543,1.886,116.272,17.947,9.398,1054.175
TCGA-44-3398-01A,50.976,446.849,114.343,11.156,67.095,85.113,812.428,94.172,9.775,259.574,68.322,12.593,661.136
TCGA-97-8547-01A,26.558,1223.649,83.676,1.694,13.804,65.739,412.199,29.992,12.574,232.169,5.186,3.774,1402.247
TCGA-91-6840-01A,42.143,132.376,78.751,25.468,35.768,221.647,363.608,23.315,4.562,225.857,64.434,37.445,3042.951
TCGA-55-6986-01A,37.946,193.294,66.045,6.947,24.133,67.137,433.241,36.273,3.718,77.834,20.781,10.298,1194.638
TCGA-05-4395-01A,8.128,80.119,35.480,7.284,7.278,116.069,445.186,16.086,2.814,39.926,67.803,2.249,2171.941
TCGA-44-7672-01A,215.006,968.187,160.420,18.585,30.490,128.228,1044.075,71.124,15.489,235.646,85.182,6.517,1772.544
TCGA-44-2662-01B,22.834,433.103,154.988,8.315,30.812,45.134,238.653,3.154,42.280,84.197,6.235,106.760,448.264
TCGA-97-8175-01A,10.861,84.215,72.809,3.095,34.156,52.406,596.099,14.204,9.022,84.087,26.448,12.660,2132.074
TCGA-55-8087-01A,9.101,366.619,83.886,3.053,37.731,51.466,215.535,77.131,5.282,131.996,5.962,23.185,866.041
TCGA-78-7160-01A,27.319,536.564,149.145,42.705,29.834,122.091,761.853,29.840,8.337,201.062,114.177,14.098,929.207
TCGA-L4-A4E5-01A,35.456,183.114,22.968,7.112,5.952,53.581,170.873,13.195,1.000,65.033,22.604,5.595,1468.600
TCGA-97-A4LX-01A,153.152,728.080,207.220,38.977,47.227,150.263,1568.016,46.862,10.963,201.063,125.345,15.709,564.923
TCGA-86-8359-01A,42.594,280.948,48.920,64.126,6.080,49.599,158.786,13.433,6.085,163.319,208.506,37.544,1623.765
TCGA-44-6145-01A,126.800,984.880,127.192,63.950,22.669,152.989,816.149,74.477,9.168,166.878,182.784,21.926,1404.859
TCGA-78-7155-01A,6.863,37.310,29.201,13.394,4.568,57.527,195.410,9.581,4.491,69.500,45.202,9.368,2025.013
TCGA-55-7816-01A,19.598,314.369,111.567,25.630,85.386,190.820,1368.331,21.684,77.683,204.511,98.244,20.967,815.575
TCGA-99-8025-01A,28.222,303.167,34.448,3.357,5.843,142.629,211.284,18.060,1.799,204.941,11.380,57.022,2668.128
TCGA-44-A47G-01A,93.969,583.518,160.493,32.770,35.808,100.273,810.649,63.135,17.332,99.027,62.274,10.826,1224.012
TCGA-55-8615-01A,16.889,123.603,27.008,1.000,3.506,85.733,150.915,5.473,6.791,82.280,8.096,56.761,1105.254
TCGA-73-7499-01A,74.340,208.704,76.966,60.927,21.024,52.473,1100.424,24.923,5.337,128.277,154.777,2.845,1353.790
TCGA-86-7711-01A,26.782,531.874,125.411,9.280,5.969,87.492,730.100,13.128,15.161,99.916,55.318,23.686,923.434
TCGA-86-8075-01A,68.696,1205.543,96.455,3.823,14.293,93.934,626.061,37.208,11.775,296.649,13.968,21.081,1360.115
TCGA-86-7955-01A,13.075,55.739,6.658,4.285,1.717,55.495,40.220,16.968,1.000,56.786,14.033,1.962,1175.154
TCGA-55-8513-01A,51.368,360.192,135.687,5.094,46.546,139.178,1084.417,66.771,10.555,166.191,31.893,50.979,799.697
TCGA-MP-A4TC-01A,32.032,1541.498,85.038,12.960,9.766,74.446,832.333,49.251,8.492,292.207,78.342,7.913,1256.779
TCGA-05-4420-01A,54.396,162.656,29.407,6.577,3.357,93.921,193.019,3.762,4.017,93.759,15.699,63.270,1411.997
TCGA-86-8280-01A,86.690,565.574,156.768,15.751,48.450,166.415,757.804,112.825,15.128,236.816,47.868,6.667,651.433
TCGA-78-7166-01A,30.226,44.250,8.937,2.371,3.289,43.866,47.309,10.842,1.087,40.800,25.624,1.720,1221.129
TCGA-91-8499-01A,31.018,114.426,57.417,13.429,13.109,115.708,933.610,4.997,5.821,117.120,73.795,5.121,646.932
TCGA-71-6725-01A,7.686,47.298,21.100,1.000,5.934,66.188,336.646,4.837,3.139,50.097,3.943,3.958,1202.311
TCGA-69-7980-01A,16.977,411.905,83.405,21.612,16.635,88.691,944.646,29.845,3.418,249.312,75.830,8.370,2229.972
TCGA-L9-A8F4-01A,161.424,493.263,96.991,35.592,19.261,80.384,871.502,22.438,7.118,303.436,135.010,18.210,1304.503
TCGA-05-4433-01A,10.278,154.475,89.795,17.972,22.629,84.592,400.427,52.173,6.950,61.994,50.061,19.749,1694.967
TCGA-55-A492-01A,41.782,66.758,20.154,2.535,4.803,152.707,123.765,16.635,2.444,87.556,18.379,5.701,1387.645
TCGA-73-4675-01A,41.826,300.730,51.809,3.239,17.211,93.177,492.133,41.860,8.404,164.675,6.675,2.898,932.468
TCGA-50-5936-01A,26.455,537.845,82.007,4.766,11.351,122.791,312.369,42.174,12.218,155.416,21.778,15.289,2191.566
TCGA-44-7662-01A,66.921,1884.649,78.430,11.933,10.192,174.803,663.628,41.722,11.062,400.515,79.697,10.615,2441.712
TCGA-78-7154-01A,9.729,237.466,49.547,6.721,10.486,85.316,205.168,31.172,3.531,89.518,31.672,3.111,1801.838
TCGA-05-4244-01A,9.509,71.660,62.745,7.759,16.347,65.029,444.600,11.518,19.245,115.566,22.792,184.174,1297.187
TCGA-73-7498-01A,43.376,336.215,98.774,6.766,17.420,284.430,251.229,60.740,14.171,194.412,20.380,42.714,805.039
TCGA-50-5933-01A,19.644,667.976,190.086,10.041,15.271,159.436,1463.681,46.296,19.649,281.801,31.302,8.276,1194.418
TCGA-55-8507-01A,19.153,261.732,45.372,5.774,6.972,158.332,489.883,78.421,10.284,150.917,20.256,49.476,1040.879
TCGA-S2-AA1A-01A,283.115,538.982,137.350,19.491,64.944,254.726,339.894,113.518,12.821,209.331,70.628,6.267,749.644
TCGA-95-7948-01A,37.946,327.265,25.577,6.456,8.048,38.031,183.857,34.532,2.504,298.859,18.499,2.556,909.202
TCGA-67-3774-01A,53.055,265.632,115.033,11.002,20.334,112.391,643.309,25.007,6.716,148.332,49.501,43.026,1002.774
TCGA-38-4628-01A,8.710,143.552,51.562,21.598,12.282,37.974,794.698,33.063,5.840,155.756,5.810,83.055,1033.421
TCGA-50-6595-01A,15.701,792.944,91.010,13.329,10.302,319.189,920.450,16.896,14.418,223.759,94.400,6.900,1922.152
TCGA-55-7903-01A,16.532,116.885,43.381,18.040,12.587,93.318,408.224,87.786,7.918,57.942,74.094,32.561,1597.131
TCGA-50-5051-01A,39.490,119.371,23.725,4.854,10.755,107.369,92.603,61.310,1.835,60.212,8.059,10.865,1080.957
TCGA-86-6851-01A,229.411,478.759,153.535,47.132,43.089,87.972,1419.863,29.277,4.884,81.820,224.943,13.842,1302.756
TCGA-75-6205-01A,56.391,318.742,316.157,40.434,66.741,148.308,2304.293,221.144,9.451,112.935,107.307,17.030,1502.833
TCGA-55-8091-01A,43.302,768.661,129.093,5.359,12.841,128.264,759.349,88.092,14.904,180.089,33.147,10.850,591.800
TCGA-44-4112-01A,55.317,287.954,53.478,13.102,11.756,74.761,376.390,92.961,7.419,283.753,34.186,7.592,946.577
TCGA-44-3917-01A,56.334,216.601,62.788,28.392,28.905,39.348,956.855,4.672,4.889,64.584,60.216,9.292,489.896
TCGA-49-4505-01A,31.948,158.502,69.270,21.197,28.712,99.864,603.080,254.367,8.680,116.916,73.148,6.167,1147.598
TCGA-62-8397-01A,16.764,117.438,26.063,1.874,20.207,49.374,165.503,78.890,9.059,41.050,3.580,3.488,629.636
TCGA-50-5942-01A,43.840,296.488,73.209,11.923,16.912,144.797,136.752,203.297,5.510,128.983,20.060,21.286,521.221
TCGA-55-8206-01A,44.153,343.879,188.716,4.259,66.229,80.522,426.017,146.547,149.116,150.001,11.095,46.322,550.861
TCGA-55-8094-01A,14.895,14.330,6.342,1.692,1.000,60.014,64.039,1.119,1.000,18.146,6.535,29.573,2045.996
TCGA-05-4382-01A,158.464,755.699,162.881,7.950,17.762,129.685,1609.724,14.134,7.063,355.127,30.157,17.609,1124.527
TCGA-05-5423-01A,21.228,144.154,80.540,11.404,53.219,22.054,769.014,50.355,13.510,146.812,29.406,14.487,460.471
TCGA-49-AAR4-01A,161.857,381.410,65.524,132.925,10.793,52.979,578.086,70.758,4.863,111.160,404.520,3.547,2398.418
TCGA-97-A4M3-01A,23.106,227.247,30.348,3.218,8.587,120.058,134.039,15.043,6.739,109.344,8.382,4.427,922.952
TCGA-05-4397-01A,14.019,81.346,56.880,6.714,10.638,72.334,1028.863,2.537,4.182,482.083,28.727,9.992,389.926
TCGA-55-6984-01A,33.953,137.454,23.000,3.112,7.698,86.190,47.577,15.635,3.246,37.713,15.117,10.034,1609.932
TCGA-05-4427-01A,24.694,319.406,80.338,17.466,18.096,85.097,729.670,9.442,13.659,100.033,42.144,9.923,853.476
TCGA-86-8281-01A,71.422,201.434,42.340,5.406,11.394,120.137,167.743,30.553,2.954,98.029,15.700,2.940,1164.395
TCGA-44-A4SU-01A,99.735,281.500,47.590,5.846,20.247,66.056,138.109,63.127,2.613,134.589,20.513,10.666,931.591
TCGA-75-5147-01A,91.362,345.321,89.367,12.524,23.856,40.184,466.453,36.466,16.573,182.391,39.616,12.090,1181.138
TCGA-97-7546-01A,48.403,422.047,148.310,20.076,40.061,110.334,309.652,92.464,19.021,150.011,19.608,8.965,621.294
TCGA-86-8585-01A,61.748,377.743,94.309,22.285,18.499,61.074,964.178,41.902,15.296,143.128,106.558,10.794,1865.395
TCGA-55-8301-01A,231.645,499.773,126.565,35.342,30.569,123.529,1187.632,24.188,18.624,227.563,196.678,6.072,721.174
TCGA-86-6562-01A,31.338,607.240,72.992,3.574,9.830,99.091,388.960,118.049,4.551,262.015,16.474,12.851,1355.257
TCGA-J2-A4AD-01A,13.089,317.352,22.754,4.092,2.609,50.321,99.293,20.384,1.000,144.757,7.306,3.826,1970.062
TCGA-50-5946-01A,13.831,26.306,17.505,10.317,2.365,68.054,175.163,9.990,2.752,115.434,10.106,5.017,1557.122
TCGA-55-8510-01A,39.350,558.061,110.318,21.048,31.319,111.243,915.965,68.589,7.243,136.912,75.001,23.003,747.818
TCGA-99-8033-01A,24.504,408.300,37.436,27.528,9.907,82.256,363.316,19.393,12.434,115.596,166.715,16.662,1734.614
TCGA-69-7978-01A,92.917,656.131,226.743,41.829,29.914,182.742,1544.468,51.702,10.446,195.029,156.395,9.642,638.112
TCGA-86-8054-01A,11.222,271.245,39.242,5.275,6.138,114.477,202.220,29.276,4.719,54.035,11.366,33.081,1442.597
TCGA-44-7660-01A,22.396,193.639,29.494,12.348,3.548,33.575,395.846,2.570,1.000,129.244,26.697,3.017,1124.492
TCGA-78-8662-01A,7.928,129.256,16.292,4.558,4.686,76.195,165.612,5.305,1.000,111.523,16.696,10.917,2581.896
TCGA-75-7027-01A,30.351,773.474,52.472,5.867,5.308,166.817,212.808,36.670,3.967,251.564,16.015,4.969,2051.181
TCGA-97-A4M6-01A,39.768,574.210,115.313,12.829,45.543,85.145,546.255,50.493,8.234,182.256,53.870,8.654,926.355
TCGA-MP-A4SV-01A,83.476,383.712,98.107,33.796,20.754,112.954,736.813,82.224,6.106,112.392,105.958,8.186,1410.964
TCGA-38-4627-01A,35.123,655.447,137.262,7.049,23.945,237.225,1088.483,74.717,13.585,671.638,30.094,6.910,609.150
TCGA-93-A4JO-01A,87.538,400.317,154.737,27.954,30.887,114.066,858.057,83.057,14.557,125.980,100.268,21.403,1261.339
TCGA-05-4426-01A,9.716,132.110,38.336,4.888,7.793,33.097,179.207,24.404,15.953,123.108,22.233,33.123,1044.910
TCGA-97-7937-01A,10.181,214.827,24.913,1.724,4.191,28.735,120.357,39.485,2.377,76.884,5.431,6.165,1145.913
TCGA-75-6206-01A,15.423,241.306,73.919,5.087,15.142,119.985,552.589,14.934,4.506,178.994,14.490,8.614,645.178
TCGA-62-A472-01A,17.816,147.268,54.255,23.711,18.026,48.193,410.705,112.785,3.607,61.785,67.953,7.312,1130.089
TCGA-97-8174-01A,43.076,574.996,178.504,10.946,27.927,262.917,649.917,49.390,11.410,161.433,35.403,31.422,722.707
TCGA-44-6777-01A,97.282,914.183,245.167,8.358,47.012,256.528,2106.480,45.406,25.859,267.598,35.312,19.947,487.535
TCGA-62-A46P-01A,34.645,75.495,17.949,4.090,4.894,144.812,145.035,25.360,3.938,60.028,37.035,62.506,1066.980
TCGA-55-8089-01A,67.751,287.225,165.152,63.078,40.080,99.019,1900.759,34.398,13.485,78.560,313.180,16.371,1543.229
TCGA-MN-A4N5-01A,24.703,143.226,40.988,27.750,10.847,102.256,550.730,14.497,2.552,76.313,89.100,16.351,2197.503
TCGA-49-AAR9-01A,5.345,87.104,8.928,7.189,1.481,66.537,181.708,3.346,1.000,65.910,56.684,1.000,4613.590
TCGA-86-8671-01A,133.208,779.001,230.942,53.423,66.935,231.885,1334.304,242.077,11.645,162.259,170.786,16.592,560.638
TCGA-49-4507-01A,63.176,115.859,34.406,46.561,3.172,273.288,897.174,47.338,1.000,108.390,356.530,1.816,2904.719
TCGA-62-A46V-01A,19.967,377.417,47.514,1.000,14.440,58.465,268.078,56.860,2.398,215.368,5.108,2.997,1018.310
TCGA-05-4389-01A,22.811,67.932,90.626,51.234,39.035,58.611,948.269,86.472,5.043,91.822,123.652,14.516,875.589
TCGA-50-6592-01A,42.169,508.717,124.988,41.492,15.703,116.698,748.681,24.791,19.131,150.743,177.113,11.458,2437.439
TCGA-91-6831-01A,107.797,499.154,104.557,22.455,8.528,113.476,676.717,10.638,18.184,304.984,54.151,10.272,705.461
TCGA-55-6987-01A,181.464,324.665,113.740,59.134,26.446,150.998,820.320,57.053,23.276,97.836,303.876,26.419,341.324
TCGA-49-4510-01A,60.175,97.398,28.907,6.850,7.784,83.530,218.607,11.341,1.355,146.538,31.322,34.356,1291.951
TCGA-86-8672-01A,81.415,721.917,66.114,33.240,9.749,107.828,1066.495,8.884,9.601,320.694,136.735,4.572,2773.097
TCGA-44-2668-01B,35.698,733.054,362.617,37.775,32.624,74.960,274.662,10.969,91.743,81.144,40.496,134.942,451.015
TCGA-93-A4JQ-01A,124.939,1068.064,129.579,15.006,41.638,139.884,377.245,37.575,5.493,259.058,69.386,14.932,830.965
TCGA-97-8177-01A,39.293,540.375,78.312,11.631,34.404,80.040,730.104,152.741,14.891,214.939,35.899,27.020,685.085
TCGA-05-4396-01A,43.975,201.291,52.540,3.974,6.590,95.715,163.301,21.343,2.901,67.520,22.509,5.063,1162.095
TCGA-55-6978-01A,30.642,970.308,182.938,83.170,33.679,111.123,1305.657,36.261,5.979,390.677,252.939,7.724,1511.491
TCGA-69-8453-01A,20.439,290.564,129.512,14.436,31.153,89.922,1785.652,113.458,15.717,185.094,63.372,27.990,1552.420
TCGA-50-7109-01A,77.354,341.619,59.869,20.433,9.483,177.667,428.776,7.732,6.795,97.669,57.737,8.267,975.598
TCGA-49-4501-01A,53.922,297.633,70.360,11.464,31.817,75.282,328.406,125.906,9.423,216.245,41.269,4.075,1109.302
TCGA-50-5049-01A,250.984,639.364,251.266,96.555,53.839,151.486,2417.684,30.328,21.927,295.033,206.038,9.682,800.546
TCGA-78-8660-01A,48.949,296.675,101.274,24.440,21.716,130.881,945.067,55.765,4.591,98.579,213.339,16.521,1384.749
TCGA-91-6828-01A,61.479,236.593,198.381,26.921,28.063,196.109,1202.771,23.910,18.007,109.597,64.197,119.553,1025.345
TCGA-50-6590-01A,159.865,172.962,171.426,29.785,19.910,89.977,1596.078,8.169,5.557,270.073,111.226,4.561,1206.931
TCGA-97-8176-01A,30.025,175.744,47.003,5.754,16.346,102.178,346.992,13.732,12.137,54.649,29.653,21.620,1576.694
TCGA-50-5935-01A,30.528,159.958,79.094,11.515,26.386,141.630,278.698,50.329,11.643,130.116,30.824,59.687,662.003
TCGA-55-7281-01A,33.930,253.879,97.053,10.931,56.912,58.623,847.945,28.625,14.627,170.085,40.517,34.739,2479.167
TCGA-49-4488-01A,41.643,130.786,60.149,25.720,22.645,40.075,422.957,27.338,5.398,130.904,89.089,2.070,995.740
TCGA-NJ-A55A-01A,94.639,460.899,152.130,20.342,55.800,132.057,314.241,184.198,6.056,375.916,73.081,16.412,754.402
TCGA-95-8494-01A,12.808,106.394,58.272,2.455,30.643,79.485,543.546,66.669,30.543,90.775,19.197,5.841,1336.685
TCGA-44-2657-01A,265.216,436.770,136.991,63.810,55.849,101.232,1026.134,133.391,10.453,208.280,189.945,11.040,499.872
TCGA-78-7158-01A,16.093,78.948,33.772,2.937,11.747,40.279,185.596,51.856,6.236,70.160,6.041,3.784,672.672
TCGA-93-7347-01A,57.106,428.276,161.748,43.993,44.099,117.979,809.910,110.006,7.384,138.061,124.101,94.716,626.359
TCGA-38-4630-01A,22.600,331.264,68.008,12.311,8.593,42.597,312.643,1.000,4.585,82.994,20.364,1.921,1095.349
TCGA-86-7953-01A,26.753,209.433,156.643,12.363,28.432,115.935,681.751,7.766,26.129,72.640,40.187,31.363,875.253
TCGA-50-5072-01A,21.075,383.799,57.476,4.622,7.772,96.331,398.126,40.993,6.181,167.228,21.217,11.184,1963.344
TCGA-62-A46S-01A,51.300,142.505,46.000,7.570,11.799,63.702,239.781,12.597,7.764,61.552,28.249,27.290,755.227
TCGA-53-A4EZ-01A,16.325,34.795,15.942,6.390,12.219,39.273,140.478,9.266,2.096,27.510,19.111,21.761,713.456
TCGA-69-7973-01A,43.611,396.718,59.187,25.096,11.723,172.408,330.428,46.113,4.867,121.531,27.376,47.099,1357.388
TCGA-44-6775-01C,41.379,299.847,170.764,12.359,45.072,31.344,110.233,8.153,12.678,81.916,8.946,18.093,265.485
TCGA-55-8204-01A,158.879,664.239,65.582,11.255,9.799,139.739,222.726,79.898,5.871,273.335,39.294,17.652,1208.553
TCGA-35-5375-01A,30.811,120.024,23.031,21.819,12.965,28.277,473.621,42.721,1.000,193.906,96.578,2.755,868.863
TCGA-78-7539-01A,23.366,185.276,89.692,33.657,19.830,49.143,650.526,13.254,7.160,125.353,109.721,5.560,978.611
TCGA-95-A4VK-01A,55.161,237.988,53.891,15.986,28.864,90.269,162.251,24.674,3.203,121.757,54.577,6.383,2295.667
TCGA-50-5055-01A,330.715,664.449,191.516,49.779,100.887,187.769,570.499,72.198,13.505,281.028,157.729,7.567,1088.288
TCGA-44-7667-01A,26.328,280.233,32.752,4.093,3.793,127.811,334.341,3.397,13.954,92.307,30.306,3.233,1435.835
TCGA-MP-A4TI-01A,35.611,554.675,200.337,34.415,51.586,174.106,1515.269,100.653,27.262,216.502,223.263,24.769,1447.953
TCGA-55-6979-01A,98.896,538.878,189.804,39.752,29.568,107.082,1485.257,49.502,9.400,123.607,108.640,14.594,1013.791
TCGA-55-7284-01B,14.228,272.887,74.342,13.464,21.470,143.426,459.756,52.384,5.466,156.562,41.875,16.609,1266.205
TCGA-44-6778-01A,103.737,241.690,288.129,44.842,51.749,282.081,1900.453,99.824,18.299,132.298,236.633,38.417,250.313
TCGA-35-4123-01A,25.476,286.852,83.751,137.951,30.281,37.388,1174.694,110.427,8.479,130.293,363.267,4.683,1175.413
TCGA-44-6776-01A,16.763,84.951,35.047,4.475,8.423,97.001,68.452,31.035,2.349,71.863,8.558,6.609,1536.335
TCGA-44-2656-01B,24.808,230.229,188.605,64.024,32.607,56.688,317.309,8.576,7.130,69.547,51.647,16.412,382.443
TCGA-73-4676-01A,5.961,109.217,48.944,9.820,10.519,70.848,523.411,65.883,9.617,74.084,13.755,6.062,1315.327
TCGA-86-8673-01A,41.311,273.036,29.188,14.224,2.894,143.620,336.983,5.201,4.035,145.840,62.070,6.511,453.942
TCGA-62-8395-01A,40.004,395.482,67.424,7.501,22.304,216.626,314.219,34.851,4.201,141.756,26.483,68.598,1104.910
TCGA-44-A4SS-01A,15.620,556.684,121.616,25.577,22.860,73.356,843.514,35.602,6.524,148.525,99.668,9.124,1841.991
TCGA-86-8358-01A,38.809,162.227,40.168,20.556,9.693,109.585,349.051,6.550,3.197,85.244,49.016,4.265,643.417
TCGA-55-6968-01A,137.242,236.833,101.098,24.693,18.585,114.008,954.531,4.398,8.101,104.416,119.720,6.755,824.664
TCGA-99-7458-01A,23.902,403.522,133.754,35.766,47.101,169.584,514.132,63.250,5.478,120.257,75.796,14.078,969.534
TCGA-05-4424-01A,19.377,348.168,137.958,17.888,21.074,208.580,939.698,49.841,5.965,160.824,32.577,44.677,1490.502
TCGA-38-4631-01A,54.907,104.065,21.090,9.549,4.626,17.419,166.134,12.736,4.738,104.385,37.458,13.474,1725.637
TCGA-55-7283-01A,11.176,192.320,64.418,14.749,24.503,77.649,448.090,72.276,10.104,151.892,73.437,8.145,940.147
TCGA-95-7567-01A,77.785,195.996,62.351,15.878,7.893,118.781,775.855,6.451,1.796,179.109,55.809,2.312,2381.959
TCGA-38-4629-01A,51.199,360.031,115.973,25.194,14.540,68.900,1535.349,14.237,8.134,258.058,132.915,6.872,1432.092
TCGA-91-8497-01A,168.984,414.844,129.917,9.345,50.098,256.943,793.972,112.996,7.657,140.000,35.579,42.479,571.033
TCGA-78-7540-01A,9.703,84.741,21.905,3.011,8.194,79.037,141.244,4.940,1.000,42.122,22.392,7.402,2720.527
TCGA-55-A48Y-01A,71.109,514.307,49.381,5.307,6.555,104.472,134.882,14.736,4.199,139.083,32.385,9.577,1272.628
TCGA-55-7995-01A,33.427,277.658,130.747,55.893,31.804,79.010,1060.125,13.519,27.895,83.652,191.839,14.683,612.948
TCGA-44-3919-01A,59.980,335.426,129.918,27.060,38.094,94.709,805.613,196.716,4.602,154.296,59.176,51.291,1388.060
TCGA-69-7764-01A,47.239,129.345,70.738,17.081,9.210,82.910,137.069,22.134,1.833,100.880,31.125,3.353,1164.092
TCGA-95-7947-01A,40.546,195.751,83.131,15.207,16.998,99.048,471.736,17.167,4.678,82.371,60.395,9.825,937.386
TCGA-MP-A4TH-01A,183.714,362.480,114.751,23.458,55.396,94.076,472.675,30.378,5.341,123.744,79.339,8.448,739.388
TCGA-55-7725-01A,23.301,71.728,80.250,15.616,18.913,28.722,211.788,37.777,2.835,39.506,21.775,4.876,518.746
TCGA-L9-A5IP-01A,40.017,66.509,19.115,10.416,2.019,160.802,283.684,23.020,1.502,86.831,40.418,16.354,1443.719
TCGA-97-7554-01A,102.495,772.875,93.647,13.109,12.952,150.833,606.047,29.295,6.447,190.807,27.072,8.061,1231.462
TCGA-55-8619-01A,81.530,302.132,110.939,20.032,29.214,138.106,1349.188,148.007,11.135,173.160,114.171,43.398,642.128
TCGA-55-7227-01A,17.738,487.266,115.320,10.472,31.843,124.519,645.007,62.489,14.321,170.219,48.815,6.298,764.440
TCGA-67-3770-01A,7.859,104.258,66.270,8.687,16.062,39.756,624.383,43.578,4.698,120.316,24.835,4.479,993.261
TCGA-78-7145-01A,5.649,282.202,68.486,1.767,12.700,72.198,336.898,56.781,11.949,122.941,6.618,113.666,2165.398
TCGA-49-AAR3-01A,82.460,341.415,92.975,52.513,14.507,91.536,1133.923,20.404,2.707,152.631,260.555,5.701,1274.100
TCGA-44-A479-01A,220.330,808.595,198.420,48.727,29.864,93.884,1081.033,4.561,7.838,117.943,151.749,12.972,939.673
TCGA-4B-A93V-01A,95.211,30.595,27.129,5.956,3.652,73.914,317.775,1.858,4.470,46.228,98.781,1.924,645.650
TCGA-78-7633-01A,18.688,51.953,27.778,1.476,5.062,295.848,81.116,8.747,6.431,104.711,12.346,11.106,975.040
TCGA-NJ-A4YP-01A,38.925,847.376,40.040,12.243,8.397,171.422,346.606,60.097,4.822,239.804,67.927,9.770,1335.235
TCGA-38-4626-01A,7.559,445.072,162.065,8.280,16.989,266.527,935.734,80.930,114.756,173.841,34.615,75.481,530.998
TCGA-78-7535-01A,6.085,104.723,66.326,2.133,34.478,68.149,686.523,4.742,1.442,107.618,15.899,8.347,894.695
TCGA-55-6970-01A,61.417,143.078,104.852,16.570,19.981,90.340,579.627,18.413,10.847,65.400,42.178,16.266,780.404
TCGA-55-6543-01A,26.777,215.481,82.861,5.226,10.009,71.054,714.663,58.620,15.693,100.345,21.823,23.664,1306.614
TCGA-05-4402-01A,51.099,393.444,88.398,5.801,17.769,54.633,656.733,42.156,4.591,173.367,19.124,10.121,2021.780
TCGA-55-1596-01A,30.644,111.861,36.608,9.939,7.752,120.690,235.057,14.452,4.940,113.753,30.872,2.663,1677.676
TCGA-49-4490-01A,11.550,404.996,41.895,5.343,6.805,120.733,193.844,57.306,1.000,196.902,14.423,8.170,2033.243
TCGA-62-A471-01A,26.326,79.071,8.458,8.508,2.642,65.879,64.404,41.761,1.269,37.647,44.500,12.212,1387.946
TCGA-86-A456-01A,15.141,183.787,70.441,9.104,11.651,70.424,666.402,39.675,7.275,70.233,24.686,76.176,794.299
TCGA-49-4512-01A,19.457,434.152,57.415,1.306,14.489,61.616,433.483,86.921,10.286,244.299,6.490,3.942,715.772
TCGA-75-5122-01A,24.665,46.088,388.223,190.430,109.212,84.008,4461.527,52.720,48.681,58.906,426.883,18.749,552.472
