,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-SY-A9G5-01A,23.588,1273.813,43.451,27.337,6.669,65.421,522.965,57.685,8.766,376.615,125.575,3.414,2893.747
TCGA-XF-AAMX-01A,8.010,322.917,10.847,1.000,1.177,99.080,154.908,2.497,1.000,98.484,4.298,1.820,2514.117
TCGA-ZF-AA58-01A,18.697,452.485,104.695,32.355,16.623,81.814,2773.906,12.022,14.154,599.557,301.542,8.819,400.912
TCGA-XF-AAMG-01A,6.844,239.002,17.957,6.491,2.695,103.331,154.842,2.482,2.161,156.598,11.388,2.392,649.316
TCGA-DK-AA74-01A,17.857,1890.871,77.430,22.161,16.649,172.455,2357.554,76.768,3.900,1485.489,198.019,10.310,1651.600
TCGA-ZF-AA4T-01A,4.459,46.022,2.095,1.000,1.000,34.726,7.120,3.618,1.000,24.911,1.053,1.000,1946.466
TCGA-FD-A5BV-01A,2.701,131.704,3.178,1.609,1.527,76.839,25.667,8.634,1.000,48.725,1.716,1.000,1734.342
TCGA-YF-AA3L-01A,3.542,87.148,5.862,1.000,3.242,98.834,66.400,10.918,1.000,81.281,2.102,1.000,2858.240
TCGA-FJ-A871-01A,13.883,239.769,35.683,1.088,2.657,34.240,31.321,3.432,1.000,374.902,3.763,1.000,315.336
TCGA-FD-A6TF-01A,16.247,578.039,17.786,4.325,4.346,174.247,251.177,67.881,5.612,821.321,14.077,7.796,2755.745
TCGA-ZF-A9RN-01A,13.000,6.752,20.519,307.944,3.534,62.424,200.736,9.781,3.426,43.810,134.131,1.000,1398.192
TCGA-GV-A3QF-01A,7.558,15.124,2.632,1.000,1.000,91.245,9.505,1.588,2.295,36.127,3.366,20.531,2906.146
TCGA-FD-A3N5-01A,3.834,44.518,23.460,4.677,2.470,45.721,79.945,3.806,1.527,124.490,28.727,16.836,897.289
TCGA-XF-A8HG-01A,1.992,22.981,1.989,1.000,1.000,9.327,21.320,1.884,1.000,9.515,1.000,1.000,1124.574
TCGA-XF-A9SM-01A,16.043,544.950,99.416,57.536,17.361,94.514,2111.202,5.586,3.096,341.929,267.746,9.717,2672.443
TCGA-XF-AAME-01A,85.876,2273.213,97.337,10.727,50.474,250.471,752.522,79.079,21.435,1132.068,55.457,18.800,858.863
TCGA-GC-A3YS-01A,10.099,1216.728,34.630,2.315,4.017,78.400,425.009,25.891,1.666,339.746,23.416,2.860,528.904
TCGA-HQ-A2OF-01A,6.768,38.323,8.782,4.341,126.229,86.241,23.610,1.377,1.000,358.936,1.978,1.000,2195.954
TCGA-FD-A5BX-01A,15.173,175.146,147.565,2.097,8.405,201.258,649.471,53.721,5.228,1127.757,36.852,1.194,138.807
TCGA-CU-A3KJ-01A,2.685,78.745,16.354,8.029,2.052,20.858,105.192,2.336,1.769,65.956,13.698,19.612,119.080
TCGA-G2-A2ES-01A,5.267,266.449,24.178,5.335,3.213,83.659,328.916,14.890,6.443,114.783,33.152,2.674,1086.411
TCGA-FD-A6TI-01A,2.266,158.076,12.248,4.823,2.856,59.039,108.574,23.056,1.000,123.167,7.316,14.648,3745.115
TCGA-XF-A9SL-01A,66.134,874.655,69.882,7.832,41.509,221.599,398.521,368.960,16.422,3054.907,32.399,4.752,1606.558
TCGA-E5-A2PC-01A,3.878,308.667,7.293,4.659,1.715,32.048,88.145,1.562,1.000,59.666,20.727,1.000,2146.337
TCGA-FD-A3B7-01A,62.439,1131.319,104.934,65.671,12.127,258.476,1048.254,78.780,12.045,368.756,254.378,13.905,798.298
TCGA-BT-A3PJ-01A,9.151,220.832,32.757,10.300,5.645,62.043,403.876,1.878,2.275,67.110,39.966,1.750,1147.553
TCGA-ZF-A9R1-01A,14.649,207.799,15.084,7.159,5.470,34.434,29.245,11.167,1.000,465.256,5.061,1.000,3455.849
TCGA-ZF-AA5H-01A,19.627,213.178,55.321,9.167,5.559,39.060,455.651,5.645,1.918,78.150,57.912,1.455,3813.777
TCGA-BT-A2LA-01A,11.671,177.071,3.982,16.650,1.000,99.462,47.613,1.000,1.123,55.932,5.144,1.017,86.168
TCGA-XF-A9T4-01A,7.510,1540.792,24.180,6.876,5.243,74.244,112.533,6.283,1.131,143.143,27.282,2.999,2459.356
TCGA-GV-A3JW-01A,5.139,89.195,3.121,1.081,1.000,71.195,15.991,5.313,1.000,52.313,3.003,1.000,1353.218
TCGA-ZF-A9RM-01A,4.438,14.686,12.558,2.314,1.000,42.375,3.657,1.000,1.000,35.130,3.195,1.000,2000.395
TCGA-KQ-A41P-01A,5.890,139.841,11.260,2.463,8.757,75.513,172.754,18.419,2.577,183.925,11.462,1.172,1026.115
TCGA-DK-A3IK-01A,12.874,226.644,4.978,1.458,1.345,39.463,22.537,11.918,1.019,160.102,8.681,1.000,2167.223
TCGA-CU-A0YN-01A,23.247,657.335,62.741,10.099,7.641,94.978,203.789,18.615,2.265,61.294,24.797,42.063,736.476
TCGA-4Z-AA7W-01A,44.666,109.183,30.159,54.486,8.746,35.745,862.357,4.319,3.838,175.335,458.685,1.959,3203.193
TCGA-CF-A9FL-01A,9.445,317.936,5.152,4.702,1.169,56.357,48.140,3.298,1.000,119.640,3.939,1.000,2645.441
TCGA-E7-A7PW-01A,4.304,24.036,2.004,2.620,1.126,23.482,25.324,1.794,1.000,27.244,10.108,4.708,1037.145
TCGA-FD-A6TA-01A,59.277,824.459,33.326,8.066,9.178,88.007,358.979,15.183,2.530,274.749,27.811,2.663,4280.940
TCGA-FD-A43S-01A,133.560,1434.247,57.335,28.441,26.597,224.975,648.586,205.185,7.474,857.689,135.365,4.408,2057.463
TCGA-K4-A4AC-01A,6.442,55.130,27.386,2.594,2.785,25.969,498.556,18.353,6.660,85.451,21.594,2.095,696.910
TCGA-2F-A9KW-01A,4.875,153.930,19.604,1.000,2.572,422.561,129.152,4.845,3.832,132.769,6.054,56.189,3867.478
TCGA-4Z-AA81-01A,8.891,62.881,14.154,21.231,1.184,28.054,135.500,2.164,1.000,13.803,116.300,1.000,4841.574
TCGA-E7-A97Q-01A,8.095,434.277,10.684,17.495,2.483,68.562,156.848,17.369,1.000,163.595,22.310,9.586,1193.617
TCGA-ZF-AA53-01A,18.473,802.427,43.040,10.276,7.795,69.983,838.342,11.867,2.844,633.672,66.294,5.077,1092.716
TCGA-CU-A0YR-01A,16.412,281.640,35.592,4.473,10.169,161.099,421.921,6.300,1.168,95.247,37.871,2.570,2120.041
TCGA-4Z-AA7Y-01A,1.944,508.014,5.725,1.000,3.188,124.109,16.006,3.660,1.000,27.632,1.184,1.000,3794.657
TCGA-XF-AAMJ-01A,26.459,2471.413,19.297,3.141,2.142,90.768,137.769,29.589,5.072,491.233,19.980,4.289,500.563
TCGA-G2-AA3B-01A,12.505,14.730,4.286,3.266,1.000,20.822,37.271,5.421,1.000,132.566,14.450,1.000,1994.821
TCGA-MV-A51V-01A,4.578,83.198,3.316,1.242,1.000,124.067,13.297,8.791,1.000,55.170,1.000,3.915,3197.382
TCGA-E7-A6MD-01A,30.184,455.964,32.732,7.768,14.502,85.875,141.320,69.828,5.397,209.514,24.626,1.927,1723.832
TCGA-K4-A3WU-01B,80.104,264.863,47.439,19.911,25.804,112.819,191.655,44.610,3.922,1082.312,30.408,15.097,1745.245
TCGA-FD-A3SL-01A,7.704,499.897,19.347,4.294,5.803,194.100,371.600,55.740,1.150,897.499,11.513,1.823,1939.685
TCGA-BT-A42E-01A,9.317,52.396,25.457,13.506,4.576,27.641,625.357,1.000,1.000,70.295,73.178,2.045,1123.289
TCGA-ZF-A9R0-01A,3.307,51.759,5.802,2.023,2.524,18.514,69.424,3.027,1.000,294.339,9.286,1.000,2628.282
TCGA-DK-AA6R-01A,4.976,170.609,12.920,4.394,2.717,52.934,52.108,4.597,1.964,105.448,27.746,1.162,2088.606
TCGA-CF-A9FH-01A,3.845,203.860,5.658,1.885,1.000,52.544,17.809,1.000,1.000,34.010,2.137,1.463,4941.778
TCGA-KQ-A41N-01A,2.629,53.050,2.443,1.000,1.000,58.477,8.872,6.499,1.000,388.041,1.691,1.000,1689.935
TCGA-5N-A9KI-01A,10.629,505.974,12.904,2.364,4.467,53.773,262.535,24.925,2.697,269.275,11.897,2.641,4385.712
TCGA-GD-A2C5-01A,5.770,364.687,7.561,1.000,1.677,105.580,57.122,24.976,1.945,175.482,3.981,4.712,1584.499
TCGA-ZF-AA52-01A,20.467,888.433,22.609,4.123,18.981,60.229,271.060,40.909,12.297,538.164,34.279,15.550,2023.507
TCGA-E7-A541-01A,13.881,108.404,20.438,30.337,9.895,94.605,395.974,27.450,2.074,53.909,122.362,5.020,1762.570
TCGA-ZF-AA5P-01A,42.089,624.502,12.585,4.179,6.680,190.254,157.578,78.646,10.536,3878.959,21.590,2.255,1330.365
TCGA-ZF-AA4W-01A,4.792,54.382,2.599,1.230,1.000,36.538,24.939,1.163,1.000,27.136,20.020,7.138,928.943
TCGA-ZF-A9RE-01A,3.978,32.814,3.340,1.395,1.000,31.766,24.789,1.000,1.000,18.165,5.456,3.110,2737.132
TCGA-DK-A1AD-01A,8.316,317.036,7.780,4.170,3.084,30.711,75.207,4.981,1.000,192.233,11.587,1.012,2406.438
TCGA-GU-A42Q-01A,4.673,230.139,6.055,1.045,1.968,18.423,37.169,5.164,1.000,52.742,8.180,1.000,1587.897
TCGA-CF-A5UA-01A,6.257,261.140,11.179,1.144,3.154,74.235,57.446,2.433,1.000,53.918,6.555,1.000,4553.286
TCGA-BT-A20W-01A,14.921,181.694,26.613,9.436,7.841,170.384,89.701,26.003,2.079,82.182,33.798,1.291,2138.933
TCGA-DK-A1A7-01A,8.366,57.812,3.385,1.369,1.659,30.438,11.140,10.293,1.000,20.266,3.229,1.000,1097.577
TCGA-CF-A9FM-01A,2.634,153.840,20.628,1.917,3.755,60.358,51.863,1.033,1.930,35.629,7.283,5.240,2507.312
TCGA-XF-A9T3-01A,23.920,351.484,29.228,6.540,10.513,146.849,297.535,44.574,4.088,968.643,42.651,1.954,1985.428
TCGA-E7-A519-01A,12.750,104.522,24.340,2.061,3.835,104.415,78.762,8.969,6.116,191.800,33.948,3.195,3227.158
TCGA-C4-A0F1-01A,7.516,170.358,9.134,1.066,2.166,51.594,76.326,6.714,2.308,54.116,9.272,2.330,79.929
TCGA-E5-A4U1-01A,8.024,29.205,2.061,1.000,1.000,42.800,5.822,15.310,1.000,30.050,3.366,2.403,2590.352
TCGA-FD-A3NA-01A,7.063,359.933,21.108,8.531,2.386,59.267,232.602,22.219,2.488,175.790,28.671,5.144,2402.445
TCGA-KQ-A41O-01A,5.363,5.343,3.246,9.101,1.000,13.627,1.580,1.000,1.000,34.121,1.000,1.000,3199.364
TCGA-CF-A47V-01A,4.109,134.271,15.465,1.644,4.014,221.710,21.397,11.841,1.051,79.930,8.549,1.000,2214.125
TCGA-FT-A61P-01A,8.877,541.882,32.121,7.121,11.938,96.453,551.071,21.310,6.160,622.122,64.400,3.084,4042.437
TCGA-BT-A20J-01A,30.744,67.242,57.796,20.562,7.600,71.608,540.159,3.512,5.538,103.158,76.300,2.449,1070.567
TCGA-FD-A5BR-01A,60.594,353.889,29.983,2.189,11.442,83.322,177.715,45.666,5.214,325.827,11.606,4.275,2049.915
TCGA-ZF-AA56-01A,34.401,334.626,39.939,2.853,8.813,141.313,314.234,132.290,9.765,139.824,16.660,14.898,2495.981
TCGA-XF-AAML-01A,12.689,35.080,10.896,5.128,2.014,26.393,60.680,1.885,1.228,19.839,21.811,3.996,1549.926
TCGA-DK-A6B5-01A,16.139,236.900,16.519,7.009,8.730,35.994,223.918,11.707,1.880,98.410,11.172,1.276,4759.817
TCGA-DK-AA6Q-01A,8.508,62.154,20.926,35.517,4.314,34.544,365.974,187.404,1.000,93.684,86.082,1.478,1443.313
TCGA-ZF-AA4U-01A,3.065,241.511,3.623,2.538,1.000,56.417,28.027,2.705,1.000,12.823,1.749,1.000,2416.144
TCGA-K4-A6MB-01A,6.779,740.961,12.113,1.209,1.918,61.777,92.646,12.796,1.052,236.898,3.816,8.972,1769.301
TCGA-4Z-AA82-01A,10.903,348.039,18.514,1.000,16.946,35.390,98.734,39.779,1.352,235.167,8.082,1.339,1625.915
TCGA-FD-A3B5-01A,7.256,282.654,18.700,3.188,1.000,42.173,84.276,4.784,1.067,85.633,4.092,4.371,1236.352
TCGA-CU-A3QU-01A,3.674,13.367,3.114,1.000,1.000,64.993,16.364,6.237,1.491,15.126,3.822,1.273,1846.126
TCGA-GV-A3QK-01B,6.056,58.709,13.954,5.683,5.021,60.015,52.789,13.438,1.000,9.463,14.912,1.144,2148.502
TCGA-DK-A6AW-01A,4.160,22.782,4.052,1.744,1.000,203.132,40.128,3.324,1.000,124.970,9.492,40.517,2377.850
TCGA-FD-A3N6-01A,5.360,59.638,7.815,9.806,1.720,37.151,97.732,8.003,1.000,22.276,33.783,1.000,183.919
TCGA-G2-A3IB-01A,6.314,131.567,11.392,1.271,1.000,19.644,68.138,1.110,1.000,42.203,5.382,1.000,1827.142
TCGA-BL-A5ZZ-01A,13.468,460.279,40.864,16.471,7.035,367.148,557.739,21.622,10.191,399.777,34.403,8.356,282.393
TCGA-XF-A8HF-01A,4.231,272.589,12.611,1.000,2.133,50.703,117.654,13.524,1.000,196.207,8.548,3.506,2235.393
TCGA-XF-AAN1-01A,5.724,103.470,6.909,1.932,2.714,97.792,33.200,2.713,1.000,72.866,7.077,1.323,2056.330
TCGA-DK-A2I6-01A,3.466,108.221,41.235,1.657,1.000,58.071,72.180,5.773,1.000,187.614,6.495,1.000,610.164
TCGA-XF-A9SY-01A,66.494,641.024,98.036,28.147,10.253,54.418,1116.113,11.884,20.077,301.062,159.578,6.612,938.895
TCGA-K4-A3WV-01A,2.994,127.324,2.483,2.050,1.000,21.533,29.705,7.036,1.000,44.414,1.046,3.961,2559.364
TCGA-FD-A6TE-01A,7.676,28.167,5.759,3.878,1.000,34.744,50.565,1.000,1.000,29.708,18.751,6.482,2560.943
TCGA-GU-AATQ-01A,5.152,183.522,11.961,2.254,2.954,57.304,175.417,8.216,1.000,149.742,12.912,1.000,3452.346
TCGA-PQ-A6FN-01A,34.100,172.067,7.663,3.330,4.547,97.733,137.227,20.999,2.357,320.256,31.256,1.310,1370.268
TCGA-CF-A47X-01A,2.415,57.680,5.190,1.000,1.036,65.728,11.138,3.091,1.000,16.862,1.263,1.000,1705.143
TCGA-ZF-A9RC-01A,10.078,736.416,4.152,1.000,1.000,40.890,64.378,33.047,1.874,444.466,4.423,1.527,2541.999
TCGA-E7-A4IJ-01A,10.976,106.716,7.303,9.184,1.220,107.378,87.505,2.556,1.000,57.814,57.303,1.000,2218.355
TCGA-DK-A1AG-01A,9.529,281.076,10.141,6.268,1.000,74.097,65.798,3.966,1.823,45.664,21.641,9.674,1913.644
TCGA-4Z-AA7S-01A,5.021,125.021,4.711,1.000,2.538,94.398,20.228,10.493,1.000,55.979,2.651,4.784,3133.746
TCGA-DK-A1A6-01A,6.165,106.947,22.097,23.259,2.006,44.909,393.830,1.000,3.995,58.415,110.249,4.269,4379.789
TCGA-XF-AAMZ-01A,25.170,101.115,17.095,1.776,7.200,68.408,108.620,12.966,1.808,110.133,6.680,1.817,2130.726
TCGA-CF-A3MG-01A,2.241,166.808,3.031,1.000,1.000,55.530,5.681,1.000,1.000,20.247,1.000,5.085,4603.498
TCGA-K4-AAQO-01A,18.044,385.836,30.737,5.062,15.921,92.417,208.134,115.526,8.545,2677.648,18.803,1.814,1444.370
TCGA-FD-A3SM-01A,10.231,753.001,9.643,1.000,1.525,74.985,78.693,19.875,1.240,192.740,4.518,1.463,3459.574
TCGA-YC-A89H-01A,9.098,301.277,14.512,2.372,4.643,28.869,287.214,1.691,1.030,306.173,20.147,1.146,2770.035
TCGA-GU-AATO-01A,45.598,218.877,21.631,8.104,4.098,29.331,455.035,26.738,1.636,237.845,54.179,106.505,5212.507
TCGA-DK-A6B6-01A,18.529,19.175,8.343,2.690,1.648,17.977,116.440,4.962,1.000,6.600,32.301,1.331,1393.547
TCGA-XF-A9SJ-01A,20.141,202.376,24.520,15.158,5.675,106.387,445.711,25.179,2.944,191.230,123.093,1.918,3086.834
TCGA-XF-A8HH-01A,5.080,382.530,13.681,1.539,3.508,66.922,133.730,16.620,1.305,328.537,4.940,1.251,3362.973
TCGA-XF-A9SZ-01A,9.650,969.603,26.294,2.019,1.557,155.827,459.091,53.634,5.248,518.860,25.078,9.722,4033.242
TCGA-G2-A2EC-01A,22.332,695.259,68.827,4.237,6.559,103.127,91.820,43.077,1.000,306.680,17.608,1.000,1261.343
TCGA-FJ-A3ZF-01A,2.876,39.447,2.216,1.000,1.000,62.799,5.958,3.396,1.000,17.448,3.419,1.000,1532.340
TCGA-XF-A9SH-01A,6.400,100.599,19.359,1.000,4.036,39.658,50.170,8.811,1.000,59.521,2.019,1.000,709.804
TCGA-G2-A2EL-01A,4.581,11.328,1.979,1.898,1.000,59.750,43.925,1.000,1.000,23.017,8.598,1.000,368.416
TCGA-GU-A763-01A,10.945,65.237,7.966,1.993,1.000,16.103,29.601,1.000,1.000,27.435,4.852,1.000,3844.316
TCGA-FD-A6TB-01A,90.938,426.076,54.166,31.382,27.937,115.458,666.136,29.263,6.835,412.632,116.565,5.157,2086.720
TCGA-DK-A1AA-01A,3.802,295.463,23.254,1.000,2.791,78.309,47.530,18.269,1.000,46.055,6.034,1.265,2963.916
TCGA-DK-A3IS-01A,8.460,206.932,3.542,5.083,1.384,67.401,43.154,3.729,1.000,37.968,12.550,1.860,3154.781
TCGA-DK-A3WY-01A,950.195,358.764,147.370,36.862,156.187,166.609,511.859,59.292,8.994,543.170,120.678,3.914,385.434
TCGA-UY-A78L-01A,4.861,635.749,9.631,1.131,1.513,42.049,82.529,3.902,2.193,126.006,6.167,63.370,2302.908
TCGA-FD-A3SO-01A,10.679,775.330,34.042,3.595,4.946,110.206,484.729,11.263,4.448,175.147,29.142,5.103,96.769
TCGA-4Z-AA86-01A,29.989,938.590,107.035,38.829,7.758,84.005,945.068,44.981,18.452,255.787,113.318,3.591,1406.363
TCGA-G2-A2EO-01A,44.365,964.091,30.388,22.421,5.233,91.214,1087.721,40.877,2.625,288.639,86.467,1.658,4444.584
TCGA-XF-A9T6-01A,7.770,51.151,17.818,4.539,3.126,62.247,250.238,17.730,1.326,162.679,11.469,1.564,3144.480
TCGA-GV-A40G-01A,7.612,41.606,3.807,1.000,1.000,175.299,15.237,3.370,1.187,63.923,4.555,1.375,3458.725
TCGA-XF-A9T0-01A,61.119,340.416,20.836,6.110,4.780,89.384,262.671,11.512,3.464,283.447,22.035,2.546,2272.804
TCGA-GV-A6ZA-01A,12.474,86.761,11.475,8.310,2.268,65.636,92.106,10.769,1.236,29.365,42.225,1.002,2682.632
TCGA-DK-A3IN-01A,21.038,678.291,45.826,8.877,15.342,89.927,824.174,16.492,1.881,436.400,35.739,8.152,1796.302
TCGA-K4-A5RI-01A,7.537,397.309,11.329,1.665,6.745,44.301,199.114,75.513,1.000,239.029,23.132,2.345,2481.193
TCGA-GC-A3I6-01A,6.739,403.075,27.671,5.245,3.547,51.809,361.246,28.740,1.000,103.048,40.887,2.382,1009.336
TCGA-DK-A6B1-01A,4.863,102.926,8.897,6.221,2.049,171.071,27.150,10.849,2.858,62.723,2.871,1.000,1906.880
TCGA-XF-A9SV-01A,6.734,534.999,7.398,1.826,1.228,57.334,134.339,27.692,1.000,228.507,5.732,10.963,3082.238
TCGA-XF-AAN2-01A,6.395,100.962,24.602,14.175,1.974,44.301,306.297,3.283,1.907,43.271,85.981,2.332,6062.254
TCGA-DK-A2I1-01A,39.261,798.796,20.462,3.392,5.941,102.411,334.356,32.810,3.528,442.743,14.701,1.638,1088.080
TCGA-4Z-AA87-01A,23.730,90.103,11.684,7.865,4.767,23.752,366.224,1.728,1.801,54.440,67.537,1.562,3916.575
TCGA-GC-A3WC-01A,39.634,199.220,55.569,22.554,21.803,56.299,614.840,45.024,1.910,264.780,84.326,3.070,304.394
TCGA-FJ-A3ZE-01A,8.265,30.008,1.129,1.000,1.000,13.967,7.809,1.000,1.000,35.713,3.729,38.945,2474.735
TCGA-CF-A7I0-01A,4.009,202.616,14.477,3.764,5.085,146.238,41.927,15.954,1.130,156.647,12.376,1.727,1079.998
TCGA-GC-A3RB-01A,8.857,541.793,11.834,2.609,3.515,38.591,231.456,1.000,1.000,29.312,10.356,1.000,1691.150
TCGA-FD-A6TH-01A,10.084,505.056,14.232,2.648,3.252,94.451,268.267,4.279,2.037,126.692,18.354,12.920,3166.880
TCGA-XF-AAN4-01A,13.012,525.262,60.834,11.606,22.655,169.961,795.270,158.805,31.230,4148.716,75.821,7.355,238.208
TCGA-CF-A5U8-01A,3.655,99.735,9.316,2.228,1.000,61.846,7.935,1.000,1.000,66.134,5.944,2.235,2798.215
TCGA-E7-A8O8-01A,3.299,57.508,4.314,1.000,1.000,66.017,33.854,2.361,1.000,33.105,8.153,1.000,1885.537
TCGA-BT-A20Q-01A,37.261,1172.887,31.244,10.967,5.873,71.296,261.394,22.187,2.273,331.784,22.348,2.448,2597.517
TCGA-4Z-AA7O-01A,18.862,239.595,13.819,9.774,3.689,71.660,95.781,20.110,1.000,67.520,42.172,3.240,2233.394
TCGA-FD-A62O-01A,6.399,293.544,4.710,1.000,1.000,59.664,21.072,20.594,1.050,92.721,3.558,3.570,2390.177
TCGA-DK-A6AV-01A,12.764,262.541,9.725,3.716,4.312,98.944,92.106,4.368,1.000,74.570,18.146,1.000,2082.223
TCGA-XF-A9SK-01A,27.010,1253.715,44.538,5.268,4.594,45.378,359.135,40.882,14.440,370.328,20.864,5.954,1873.046
TCGA-FD-A43Y-01A,8.683,462.048,14.844,5.586,3.329,29.020,307.208,7.399,1.200,114.962,26.248,1.178,788.664
TCGA-FD-A5BY-01A,6.667,863.072,20.740,2.723,5.199,56.820,274.225,122.474,2.110,309.163,23.549,4.904,3030.615
TCGA-CU-A3YL-01A,8.447,187.014,8.795,5.772,2.166,140.458,45.289,9.893,1.000,95.236,17.205,1.161,2366.940
TCGA-2F-A9KT-01A,10.957,431.689,5.309,1.984,1.347,74.417,53.787,5.128,1.711,78.497,5.836,14.792,2761.905
TCGA-BT-A2LB-01A,15.735,736.836,21.626,6.471,3.378,65.159,181.109,25.516,3.232,319.492,22.786,11.305,2247.501
TCGA-5N-A9KM-01A,8.447,548.544,22.840,9.170,1.166,23.655,154.527,7.784,1.199,140.248,19.498,16.845,2138.805
TCGA-DK-A3IT-01A,35.379,425.639,17.754,2.845,5.738,74.799,168.810,37.524,2.730,382.822,12.514,2.387,2545.985
TCGA-KQ-A41Q-01A,4.120,95.071,3.257,1.000,1.000,24.452,12.007,3.787,1.182,59.921,1.225,1.000,2452.934
TCGA-2F-A9KQ-01A,2.687,260.846,5.755,1.000,1.000,95.813,21.186,3.123,1.186,54.887,1.741,1.000,1974.297
TCGA-PQ-A6FI-01A,8.272,52.134,10.676,5.731,1.577,39.550,149.604,5.058,1.128,65.071,37.107,1.146,805.141
TCGA-DK-A2I2-01A,3.337,318.041,72.096,4.183,17.609,75.623,584.404,23.420,8.022,97.665,20.286,21.493,1777.265
TCGA-DK-A1AF-01A,24.096,1836.011,64.086,17.201,17.171,370.947,422.499,46.273,17.314,253.433,83.255,12.733,1913.863
TCGA-KQ-A41R-01A,1.489,32.509,3.716,1.000,1.000,103.152,20.162,20.977,1.000,47.739,2.293,1.151,2417.060
TCGA-GC-A3OO-01A,7.688,324.876,19.602,1.263,5.140,124.099,138.365,51.238,4.640,938.388,12.210,3.503,1641.104
TCGA-DK-A3WX-01A,12.710,397.206,38.806,12.804,4.438,114.153,208.567,16.840,2.113,136.733,56.794,103.989,518.630
TCGA-DK-AA6P-01A,6.526,78.208,5.181,1.000,1.082,57.473,34.721,12.894,1.000,26.789,3.140,1.000,1042.368
TCGA-4Z-AA7M-01A,6.869,137.957,4.519,2.569,1.237,31.544,46.373,4.113,1.188,130.857,3.326,1.762,2271.281
TCGA-UY-A78P-01A,15.566,248.967,39.270,16.268,13.118,91.292,571.240,96.601,15.859,105.639,70.153,9.912,3554.240
TCGA-4Z-AA84-01A,8.952,151.761,4.325,3.187,1.000,40.205,76.390,2.102,1.000,34.681,6.900,1.000,1676.164
TCGA-E7-A677-01A,5.368,291.930,12.663,3.123,3.721,90.098,55.490,88.323,1.000,111.311,13.364,1.205,2558.288
TCGA-CF-A3MH-01A,4.051,119.265,8.463,1.000,1.359,43.241,16.353,3.235,1.000,34.546,1.996,2.478,3958.413
TCGA-UY-A8OC-01A,18.182,608.709,9.406,1.000,3.851,125.174,107.142,8.863,1.521,414.194,5.796,1.015,5178.178
TCGA-K4-A83P-01A,248.296,954.295,101.161,22.856,55.546,110.198,630.401,121.880,15.098,814.162,73.724,8.312,1103.968
TCGA-E7-A8O7-01A,15.036,175.860,17.064,3.342,9.264,69.957,82.255,4.255,1.406,39.468,16.774,5.059,2211.626
TCGA-CF-A47T-01A,5.283,134.193,2.925,1.000,1.000,53.439,5.363,2.290,1.000,71.762,1.894,1.000,2060.160
TCGA-BL-A13I-01B,9.981,602.547,203.218,15.945,50.813,133.874,1479.097,42.552,10.066,144.614,27.577,21.109,19.665
TCGA-E7-A6MF-01A,3.522,78.461,27.873,3.201,4.658,62.055,36.486,1.303,1.000,19.454,6.817,1.845,1913.494
TCGA-CU-A0YO-01A,5.043,191.179,24.258,2.661,7.865,66.365,153.078,24.093,1.851,509.077,13.500,1.630,1269.191
TCGA-S5-A6DX-01A,65.507,266.351,23.586,10.816,8.154,161.152,938.298,31.595,2.234,403.393,77.791,2.701,4434.513
TCGA-G2-A2EF-01A,8.911,309.691,53.389,25.637,11.532,27.328,704.281,1.852,3.202,159.421,192.618,3.495,276.097
TCGA-XF-A9T5-01A,45.918,159.192,88.132,30.853,19.248,63.342,946.172,7.611,2.241,99.718,163.500,3.253,1086.838
TCGA-BT-A20R-01A,4.642,1124.113,19.777,4.296,2.890,118.871,316.001,31.507,5.114,359.294,11.446,2.911,2249.742
TCGA-UY-A9PF-01A,6.654,107.959,10.645,2.599,2.754,68.128,74.467,25.443,1.025,252.949,7.536,1.025,1725.955
TCGA-CF-A47S-01A,2.665,53.657,6.815,1.000,1.511,42.156,22.013,1.009,1.000,51.185,6.854,1.000,2393.733
TCGA-4Z-AA89-01A,5.196,69.376,5.705,2.744,1.003,32.261,47.884,1.598,1.000,8.488,7.370,1.000,3215.296
TCGA-UY-A78M-01A,15.418,628.973,4.527,1.000,1.000,31.370,71.255,8.141,1.000,366.516,3.940,1.635,1638.323
TCGA-DK-AA77-01A,4.872,270.105,16.445,12.926,1.859,81.003,138.655,4.066,1.000,36.861,26.061,1.543,3410.247
TCGA-FD-A6TD-01A,31.237,649.649,47.735,11.713,12.369,100.630,960.686,30.282,9.441,135.397,64.265,7.601,2523.580
TCGA-DK-AA6U-01A,5.277,53.649,4.455,2.525,2.113,38.744,25.444,10.059,1.000,56.325,7.956,2.205,2090.826
TCGA-GU-A767-01A,5.707,251.763,6.621,1.109,2.768,222.533,73.007,40.050,2.367,1038.125,5.572,1.712,3152.057
TCGA-DK-A1AE-01A,13.706,105.061,5.571,1.897,1.465,40.633,44.748,1.273,1.000,72.369,18.012,1.000,919.157
TCGA-ZF-AA4V-01A,6.894,451.915,16.462,14.209,1.414,38.100,279.629,7.821,1.000,94.727,76.461,1.000,4907.704
TCGA-DK-A1AC-01A,17.849,310.182,33.056,25.179,8.024,54.587,547.859,1.000,3.101,72.821,109.932,2.373,3161.931
